Airline,Review ID,Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Ground Service,Value For Money,Recommended,Food & Beverages,Inflight Entertainment,Wifi & Connectivity,Aircraft
cebu-pacific,565300,2018-04-22,4,Austria,Trip Verified,"""the toilets were soiled""","Bangkok to Manila. After a positive experience on my last Manila to Bangkok flight this was back to true 5J form. The flight was late by one hour, the explanation was the usual stupid ""late arrival of turnaround aircraft"", with no reason given for that late arrival. There was no information given at check-in about the delay, only the airport monitors started showing it. In flight it took the cabin crew 1 hour to finally offer food and drinks and then no Sandwiches or any other fresh food was available, only cup noodles. ""Sold out sir"". As usual. After 2 hours the toilets were soiled but never cleaned by the fa's. Upon arrival they added to everybody's delay by parking the plane at one of the bays most far away from immigration.",Business,Economy Class,Bangkok,Manila,,April 2018,4.0,2.0,2.0,3,no,1.0,,,A330
cebu-pacific,565139,2018-04-21,1,Portugal,Trip Verified,"""he worst flight company""","Manila to Cebu. Probably the worst flight company. We've booked 4 flights with Cebu, one was cancelled 2 weeks before the departure date (it was a connection flight) and the other 3 have been delayed (1h to 2h30). We have lost a connection flight. No one assumes responsibility they just told us that ""planes are delayed all the time"".",Couple Leisure,Economy Class,Manila,Cebu,,April 2018,1.0,1.0,1.0,1,no,,,,
cebu-pacific,562711,2018-04-10,2,United States,Trip Verified,"""no service, period""","Dumaguete to Cebu. Worst airline in the world. No service, period. There is no pre-boarding cooling procedure apply. People are boarding in a hot cabin without air-conditioning. The seats are straight 90 degree without reclining support. They never clean their seats between flight since there always delay. Always late without any announcement, or the announcement are not up-to-date information just reading out of script. One of my friends even got canceled flight and bus to Cebu early morning via a van. Keep changing their flight schedule also every quarter. I wish there is another airline to join this route to compete.",Business,Economy Class,Dumaguete,Cebu,,March 2018,1.0,3.0,2.0,2,no,,,,
cebu-pacific,559983,2018-04-02,3,Philippines,Trip Verified,"""they've not improved""","Due to fly Cebu to Manila. Fly Cebu Pacific only if you have all the time in the world. As I speak, we have been delayed 3 hours and are expected to be delayed for more than 4 hours. If you have connections or value your time, fly Philippine Airlines instead. People have been asking Cebu Pacific to review their operations for many years now (they bump off groups at will also even if the flight was not cancelled, they've recently done it for an upcomimg international trip just last week) but they've not improved. Very much a budget airline operating in a near monopoly market. Avoid if your budget permits.",Solo Leisure,Economy Class,Cebu,Manila,,April 2018,2.0,2.0,1.0,2,no,1.0,,,
cebu-pacific,558709,2018-03-30,3,Philippines,Trip Verified,"""Typical budget carrier""","Flew Ho Chi Minh to Manila with Cebu Pacific. Typical budget carrier, no free seevice of snacks or even water. Friendly crew, clean cabin, no inflight entertainment, no pillows and blankets for a night flight. Seat comfort is zero, especially if you above 5‘10“, no leg room at all, my legs still pained 3 days after.",Business,Economy Class,Ho Chi Minh,Manila,,March 2018,1.0,3.0,4.0,3,no,,,,
cebu-pacific,557074,2018-03-23,10,Austria,Trip Verified,"""today it was a perfect flight""","Manila to Bangkok. I'm critical of Cebu Pacific many times, yet today it was a perfect flight. On time, in a wide body aircraft with good lighting and the feel of space. Even the food carts were well stocked. The cabin crew kept their announcements and other botherings to a minimum, the entire flight from boarding to deplaning was smooth and calm and fluent. A perfect flight. I never thought that Cebu Pacific would ever warrant a 10/10 from me.",Business,Economy Class,Manila,Bangkok,,March 2018,4.0,4.0,4.0,4,yes,4.0,,,
cebu-pacific,556844,2018-03-22,2,Canada,Trip Verified,"""worst airline I've ever dealt with""",Bangkok to Manila. This is the worst airline I've ever dealt with. To cancel or change a flight be prepared to recieve a refund of not even a tenth of the original flight and to be charged ridiculous amounts for add ons. The in air food also consists of nothing but unhealthy foods. There's zero confidence or protection with the airline of something happens and things need to change. Keep this in mind when booking.,Solo Leisure,Economy Class,Bangkok,Manila,,March 2018,3.0,2.0,3.0,1,no,1.0,1.0,1.0,
cebu-pacific,556671,2018-03-21,8,Thailand,Trip Verified,"""not a bad service for the price""","Bangkok to Manila. A shambles of a check in at Bangkok, queuing for ages until after the last check in time! Told to run to the gate - this was not my fault but their very slow check in service. The plane was old but serviceable, with no IFE but some pay for snacks available - which I didn't buy. The plane landed at the new Manila terminal 1 which is very nice and we were out to the Yellow taxis in minutes. All in all not a bad service especially for the price.",Couple Leisure,Economy Class,Bangkok,Manila,,March 2018,3.0,3.0,1.0,4,yes,,,,
cebu-pacific,555553,2018-03-15,1,Norway,Trip Verified,"""disappointed by the lack of help""","Have a flight from Hong Kong to Puerto Princesa the 28th of April this year. When we booked the tickets we compared times and prices, and then decided to pay quite a lot more to fly home Sunday 6th of May. We did not have to wake up too early, we didn’t have to spend a lot of time on the airport in Manila and we didn’t have to arrive in Hong Kong too late. The flight time was perfect and worth the extra money. Then they changed our time and we ended up with 20 minutes between the connecting flights. We therefore had to change flights. In the email they stated that it could easily be done on their website. When I tried to do so it said there was no flights available and that I would have to contact them by phone. It was almost impossible to contact their customer service. I tried every number I could find and their Facebook page, but no answer. When we finally got through they could only offer us flight early in the morning where we would have to wait hours in Manila. I tried to tell them that we paid a lot more for the flight we originally had, and that the flight they were offering was cheaper on their website. Spent more than 30minutes on the phone with them asking for compensation. They told us the compensation was that we could rebook the flight free of charge. The flights they are offering us are obviously a lot less convenient, and I think it’s only fair that they compensate us for that. Making up for their own mistake is not a compensation, and I’m really disappointed by the lack of help.",Couple Leisure,Economy Class,Hong Kong,Puerto Princesa,Manila,March 2018,,,,1,no,,,,
cebu-pacific,554068,2018-03-08,1,Philippines,Trip Verified,"""Flights been changed two times""","Manila to Coron. The worst local airline in the Philippines.  Our Flights have been changed two times and yet we couldn't even get empathy from the  people working in this Company! They are always going on overbooking and would just reason out that its beyond their control as they are doing flight realignments. How many times would you do that  flight realignment in one month if you are not going overbooked? We cannot always accept your lame excuse Cebu Pacific! You are getting 3stars here because you are giving low fares that just a plus factor on you, but if these people will experience the worst things that we had for you negative score is what they'll give you (if that could only be possibly given in a review!",Family Leisure,Economy Class,Manila,Coron,,March 2018,,,1.0,1,no,,,,
cebu-pacific,553681,2018-03-06,1,United Arab Emirates,Trip Verified,"""our schedule was changed""
","We already experienced several inconvenient situations with this airlines such as delayed flights, boarding changes to name a few. But this Manila to Singapore flight we have is the worst. The day before our flight, our schedule was changed. We paid more for the schedule we took but you scheduled us to the cheaper priced schedule which has very inconvenient time for us thus we did not take it. Our important appointment was cancelled because of this. We called their contact center but we were answered after 1 hour of waiting on the line. We travelled quite a number countries already and experienced different budget airlines and I will say that this airlines is the worst.",Couple Leisure,Economy Class,Manila,Singapore,,March 2018,2.0,1.0,1.0,1,no,1.0,1.0,1.0,
cebu-pacific,551354,2018-02-23,1,Philippines,Trip Verified,"""Very rude employees""","Iloilo to Manila. Flight was delayed. Very rude employees collecting tickets to board the plane. They dont even know what a pwd (person with disability) id is. They asked if my mom has a senior id card for boarding ahead. She showed her pwd id card! This is in Iloilo airport. If i was given a choice, i would fly a different airline. Definitely not this one.",Business,Economy Class,Iloilo,Manila,,February 2018,1.0,3.0,1.0,1,no,,,,A319/A320
cebu-pacific,550860,2018-02-21,1,United States,Trip Verified,"""airline was less than accommodating""","Officially the worst airline I've had the chance to fly. Ryanair, doesn't even come close and they are a pretty terrible airline. I am a very reasonable person who believes customers should be treated as if they were going to fly with the company again, in Cebu Pacific's case I don't think the staff have heard of the term ""customer service"". Here's my story - I flew from NRT (Tokyo) to SYD (Sydney) and I purchased this ticket with the thought of having a good tourist layover in Manila. Oh was I wrong. I had to add a bag to my checked bag luggage, well this airline expects 48 hours notice in Tokyo so naturally I assume okay, I will need to pay an extra baggage fee because it's outside of the time slot. Not great but I didn't read their regulations ahead of time. My mistake was thinking I would be covered on my second flight. The airline was less than accommodating because there was a 24 hour layover in Manila I had to pay baggage fees twice and ended up spending over $100 in fees to ship a backpack which weighed 10kgs back to Sydney. I spoke with the manager in Manila and he said there was nothing they could do. To add to the matter, the seats are bricks, and the food was terrible. All in all, I hate to complain but when a company is strictly after profits and does anything to get their employees to act this way there is a huge problem. Pay the extra $50-60 to fly any other airline!",Solo Leisure,Economy Class,Tokyo Narita,Sydney,Manila,February 2018,1.0,1.0,1.0,1,no,1.0,1.0,1.0,
cebu-pacific,545242,2018-01-24,1,Italy,Trip Verified,"""Worst flight company ever""","Cebu to Caticlan. Worst flight company ever. I booked four different flights with them on January 2018 and all of them were delayed of at least one hour. Don't book with them, trust me, you would rather prefer spend your money with another company and not waste them. We had to book several accommodations because of them.",Solo Leisure,Economy Class,Cebu,Caticlan,,January 2018,1.0,1.0,1.0,1,no,1.0,,,
cebu-pacific,544220,2018-01-19,1,Philippines,Trip Verified,"""Staff not helpful at all""","Flew Cebu Pacific from Manila to Bacolod. Staff not helpful at all! Flew from Manila to Bacolod and while I was checking in the staff didn’t say anything that I need to check in the baggage. The staff said it was okay not to check the bags. I only had one suitcase and one backpack. They weighed 9.8kg altogether. So, after the check in I headed over to the security check area only to be stopped by the other staff telling me they needed to check the weight of my bag because I had 2 pieces of carry on baggage. When they weighed it, they said I needed to check in the suitcase and led me to the counter. I didn’t have any idea that I needed to pay. For 2.8 kg excess they let me pay 800php just because I had 2 bags with me. I was annoyed because I wasn’t informed ahead of time. This airline mostly has cheaper flights but you only get what you pay for. Staff not helpful at all of giving you other options. They are only after what they can benefit from.",Solo Leisure,Economy Class,Manila,Bacolod,,January 2018,1.0,1.0,1.0,2,no,1.0,1.0,1.0,
cebu-pacific,544027,2018-01-18,2,Germany,Trip Verified,"""getting hold of them takes time""","Tagbilaran to Manila. Flying Cebu Pacific is like riding a bus! You pay what you get for! No service at all times. At the Check-In staff always well trained to seek for additional sales. Like when you are in your limits of baggage you can see the disappointment in their eyes that no money can be taken from you! Delays are not being announced. My travel partner was not able to make the flight. All reservations from my side were done through my credit card accounts and I booked everything through their website! As we had one booking, I needed to call 5J as I was not able to split the booking myself through their website. Calling them takes quite a while time, getting hold of them takes time. The agent I spoke to was friendly, providing me options within my case. As a rebooking for my travel companion was out of question listening to their options in our case, he decided to fly a different carrier! I was given the option that I could not refund the ticket although the ticket was refundable, instead I would be given a travel fund for 90 days! I was OK with that option cause I knew I would be flying again sooner. I asked the agent to split our booking and I was advised all further processes you can do through our website as you will be able now to change/rebook/cancel yourself online. I asked also the Travel Fund will be processed through my option to cancel and I was confirmed. Trusting the fact that I could manage all on my own, I did cancel the booking one day after in the knowing I will have a travel fund. What I was not told that the travel fund will now be only claimable under the surname of the booking carried in the booking! Which was now my travel companion and not mine. I paid all tickets and I did pay above 10.000PHP for this one way flight from Bohol to Manila. I felt sure and assured through my call that I can cancel it through the website and not needing to place a call again as waiting time and costs to save! So I cancelled all through the website! Doing this with the secure feeling of eveything I wanted to purchase a new ticket for myself. After being back in Europe I called 5J at least more than 30 minutes to find out that I will not be able to collect my travel fund on my name and to being told that I did agree to the conditions given as it clearly states online. I explained the call center agent the situation and she forwarded my case to an escallation team, and I was told I could call back within 24-48 hrs to find out of further results. I called back 27 hrs after, no updates spending 20 mins to find out, I callled 57 hrs after after spending 40 mins with waiting on hold in line due to busy agents noone available. I decided to contact 5J through Social Media - answer after 10 hrs NO UPDATE. After additional 2 hrs I was contacted by 5J via phone. My request was declined. Clearly 5J does not really care who pays the tickets of its passengers - their policies are clearly made to keep funds pending and to make it difficult for someone to claim their money! 5J does not care about their passengers, they just care about your money. 3300 PHP will be a gift to them as they stick to their policy not understanding the customers side.",Solo Leisure,Economy Class,Tagbilaran,Manila,,January 2018,2.0,2.0,1.0,3,no,,,,A320
cebu-pacific,540421,2018-01-04,1,Israel,Trip Verified,"""Constant delays on every flight""","Cebu to Manila. Constant delays on every flight I have had with them. Not only were we delayed at our airport of origin, we were delayed on the ground in our destination as well - we had to remain seated for more than 45 minutes because of the disorganization of this company. An absolute joke to say the least, spend your money elsewhere or you will regret your decision.",Solo Leisure,Economy Class,Cebu,Manila,,January 2018,2.0,2.0,1.0,1,no,2.0,,,
cebu-pacific,532268,2017-11-28,2,Philippines,Trip Verified,"""they cancelled my confirmed booking""","Booked to fly Cebu Pacific from Manila to Iloilo. First, they cancelled my confirmed booking just hours before my flight. I wasn't able to change it via the web due to their system issues. Secondly, they have rescheduled this trip a couple of times, around 4 times. Now I have no free schedules for December and have told them that but they keep insisting on their 30 day rule policy. When I scheduled and booked this flight, I needed to set everything almost a year prior to the trip, and they cancelled it just like that. Now, they insist on their rules not even thinking of any customer service or customer satisfaction.",Business,Economy Class,Manila,Iloilo,,November 2017,1.0,1.0,1.0,1,no,,,,
cebu-pacific,531013,2017-11-22,2,Norway,Not Verified,"""Never using this airline again""","Manila to Sydney. Was on a big tour of all the Philippines for 3 weeks and used Cebu Pacific for 3 flights. And every flight I took was delayed by at least 4 hours each time. Every time, the only thing the staff said was: “We are sorry for the inconvenience this may cause”. Never using this airline again just because your sorry. Also on long flights; small seats (regular size as for short distance flights) no entertainment, no included food, no blankets nor pillows available.",Couple Leisure,Economy Class,Manila,Sydney,,November 2017,1.0,3.0,3.0,2,no,2.0,1.0,2.0,A330
cebu-pacific,530158,2017-11-17,7,Philippines,Verified Review,"""Cabin crew service are so-so""","I've been flying Jakarta-Manila-Jakarta route for many times since last year (2016) with Cebu Pacific as they are the only budget airline that flies directly on that route. In general, all my flights were a pleasant experience. Often times the Jakarta-Manila leg is on time. When it gets delayed, it's usually due to long boarding process (around 15-30 minutes) because passengers need to be moved by a shuttle bus from gate to the aircraft. Meanwhile, the Manila-Jakarta leg lately was always on time. It's worth noting though that both flight schedule are considered off-peak hours of the airports. Cabin crew service are so-so. Some were nice, welcoming, but also some were not. Though, I am usually not expecting too much from a low-cost airline. When it comes to food, so far, I've only tried their Beef Tapa and Chicken Tocino. Nothing special honestly, and in fact it is overpriced. The serving is too small for it's price tag. The only good thing is that they accept payments in multiple currencies: PHP, USD, and IDR. Lastly, their A320s look well maintained. In the inside the cabin looks clean, smells good, and is cold. Leg room is bad, so I always try to get the seat in emergency exit row where generous leg room is available.",Business,Economy Class,Manila,Jakarta,,September 2017,3.0,3.0,4.0,4,yes,2.0,,,A320
cebu-pacific,528677,2017-11-09,2,Russian Federation,Verified Review,"""not customer-oriented at all""","I bought tickets from Caticlan to Shanghai via Manila. After some time, the airline changed the time of departure of both flights. The new departure time for me is not convenient and uncomfortable, so I wrote to the support service of Cebu Pacific with a request to fully refund the ticket for the reason of changing the schedule for the fault of the airline. In the return of money I was denied referring to the rules of the airline. However, if the airline changes the time of departure of its flights, the right to agree or disagree with the new departure time remains with the passenger. Thus, the airline's service is not customer-oriented at all.",Couple Leisure,Economy Class,Caticlan,Shanghai,Manila,March 2017,4.0,5.0,2.0,2,no,,,,
cebu-pacific,521734,2017-10-07,1,New Zealand,Verified Review,"""arrogant inconvenience and expense""","Hong Kong to Cebu via Manila. I concur from experience with much that has been written in complaints as warnings to prospective passengers, but the worst scam from Cebu Pacific, and most likely it is Company Policy, is their one of an “onward” or “return” ticket requirement. My partner and I have both experienced that demand from their check-in staff, yet from no other airline during our frequent travels. In one instance my partner's destination visa was clearly annotated “Return/onward ticket not required”, and we subsequently found that it was not possible to obtain a refund for the return ticket purchase demanded by check-in as a condition of boarding. I was told just several weeks ago that “return” ticketing (to where? country of departure or home country?) was a “requirement"" for my return to the Philippines, despite holding a 59 day visa as I have used regularly for 5 years, taking usually 4 flights every 2 months, almost exclusively with Cebu Pacific. On arrival at Manila I was granted entry, and no evidence of an outbound ticket was requested by the border staff. Both the Department of Foreign Affairs and Bureau of Immigration suggest that this an ""airline requirement”, which means that everyone, every time they fly international routes with Cebu Pacific, may be scammed into purchasing a new ticket with no refund option, reschedule fees exceeding the value of a new booking, and only a smug reply from the Customer representative suggesting you “Put up and Shut Up”! My experience suggests that any further correspondence or discussion will be ignored. So if the check-in delays don’t steer you towards another airline; as untrained staff study the world’s immigration requirements, then check with their superior, before eventually accepting the next “Guest” from the queued backlog; maybe the very real likelihood of your ticket actually costing you twice as much as advertised, and reasonably expected, will find you seeking out an airline which cares just enough to complete your journey without further blackmail. I’m not willing to take that risk again, despite their cabin crew, aircraft, and timeliness being quite acceptable, as their admin staff and I-hate-to-call-them “managers” have finished them for me! I have seen many other passengers subjected to this same arrogant inconvenience and expense, our experience appears very common, but I’ve seen it only with Cebu Pacific check-in staff. Online booking hassles are a warning of things to come, both price changes and charge confirmation difficulties requiring calls to CP. When you finally are accepted at check-in there are pedantic baggage weight limits applied indiscriminately, apparent separation of baggage for customs scrutiny at the destination, last minute flight cancellations with no alternative offered, musical chairs boarding gates and unintelligible announcements - it’s an impressive list, and don’t think you’ll forget the hassles over a delicious in-flight meal, either!",Business,Economy Class,Hong Kong,Cebu,Manila,September 2017,3.0,4.0,1.0,1,no,,,,
cebu-pacific,508990,2017-08-15,1,Spain,Verified Review,"""won't use Cebu Pacific any more""","Bad service, bad planes, bad organization, bad Webpage and bad customer service. I've tried to buy a flight 3 times, and it doesn't work. I also have call them to solve the problems, and it was impossible. Finally I bought a flight with another company. I won't use Cebu Pacific any more.",Couple Leisure,Economy Class,Caticlan,Manila,,August 2017,,,,2,no,,,,
cebu-pacific,507113,2017-08-07,1,Philippines,Verified Review,"""This is madness and unfair""","Iloilo to General Santos. I booked this ticket last February and did not purchase any seat then. When I checked in online through the Cebu Pacific app, I was charged with a seat I supposedly purchased. I called and asked when I purchased it. It was the same time I checked in online. Now if I want to cancel it, I could. But I have to pay the same amount as spoilage fee! This is madness and unfair. I would like to say I will not fly Cebu Pacific again but this is the only airline operating this route. I feel robbed.",Business,Economy Class,Iloilo,General Santos,,July 2017,,,1.0,1,no,,,,
cebu-pacific,500709,2017-07-15,7,Philippines,Verified Review,"""love to fly them again""","Davao to Cebu. Arrived about 2 hours early for my flight. But the flight was delayed for about 1 hour. When we were at the gate, ground staff were handing out free GetGo membership cards. GetGo is the loyalty program of Cebu Pacific. Boarding commenced, the seat was quiet clean and modern, but one of the tray table's arms were damaged, so it wouldn't stay put. Tried out a Kalamansi Muffin, which was a decent snack for the 1 hour flight. There was abit of turbulence but I could handle it. Cabin crew were very generous and friendly. Overall, great airline and would love to fly with them again!",Family Leisure,Economy Class,Davao,Cebu,,December 2016,5.0,5.0,4.0,5,yes,3.0,,,A320-200
cebu-pacific,495372,2017-06-25,10,United Kingdom,Verified Review,"""can't speak highly enough""","I flew with Cebu Pacific from Manila to Boracay MPH, which was a much quicker option. I was hesitant to book as reviews were claiming poor service, cancelled flights and delays. I can't speak highly enough of the airline. Check in smooth, Aircraft was brand new and they tried to keep passengers entertained through the short hour or so flight.",Couple Leisure,Economy Class,Manila,Boracay,,February 2017,5.0,5.0,4.0,5,yes,,,,
cebu-pacific,491137,2017-06-10,2,Philippines,Verified Review,"""improve your service""","Manila to Cebu, I waited at the gate for around 2 hours, since I arrived early. The problem started, at boarding time, which was suppose to be 740pm. The ground crew announces, instead of 119 boarding will be at 120! It turned out to be a chaotic ordeal everyone. Another gripe is with carry on luggage, rule is 1 carry-on luggage per person, 7kg carry-on plus a small personal item such as a handbag, or a small backpack. But they allowed people to board with a Carry-on plus another more than 7kg bag. And to my surprise, even the forward bins where occupied by people who had brought more luggage than it is permitted. I specifically got the 2nd row of seats, so I could get enough space for my 1 carry-on but the FA allowed people to use the bins, even though they had been seated in the middle cabin.  I had to stow my bags under the seat in front of me. It is a budget airline, but come on Cebu Pacific, improve your service.",Couple Leisure,Economy Class,Manila,Cebu,,June 2017,1.0,1.0,1.0,3,no,1.0,1.0,1.0,A320
cebu-pacific,489537,2017-06-03,1,Philippines,Verified Review,"""I really hope they change""","Hong Kong to Cebu via Manila. On Cebu Pacific, things go ok until they don't, and when they don't go ok, they become disastrous very quickly! I and two business companions booked a flight to Macau for an important business meeting in China. Instead of trying to make connections on the same day of the meeting, we broke the trip up into two days. We chose one day to travel and rest up for the meeting on the next day. We had a 3:00 PM flight to Manila and a connecting flight to Macau at 7:30 PM that evening. We were at the airport in Cebu at 1:30PM. Our flight to Manila was delayed 3 hours and when they finally told us we would be leaving we asked for help because there was no way we would be able to make our connection. The ground staff helped us by checking us in for the Macau flight and giving us our boarding passes so we could proceed quickly to the departure gate once we arrived in Manila. Then they told us they would notify Manila that were delayed and coming! However, when we got to Manila, we missed the connection! Turned out that no one in Cebu informed the gate personnel at the Macau flight gate that we were coming. The ensuing ""remedy"" made us extremely late for our China meeting, cost of over $1000 in extra expenses we should never have had, and aged us all by at least 10 years. We expected Cebu Pacific to transfer us to another carrier so that we could get over to Macau, but it turns out that Cebu Pacific does not have any relationships of that sort with other airlines. The extent of the ground staff's attempt to find us a flight was limited to scanning airline websites looking for possible flights for us. In the end we had no choice but to stay with Cebu Pacific and let them get us to Hong Kong (not Macau) the next morning. Several days after arriving home I filed a complaint and the result was an email messages saying how sorry everyone was for all the delays and hassles, but that an investigation concluded that personnel followed acceptable procedures in handling our situation. I guess saying that you are ""going to call ahead"" and then not calling ahead are considered to ""acceptable procedures"" for Cebu Pacific. Never again. Most of the staff were very great during our crisis, except for one representative, whom when we first arrived in Manila and were trying to get to the Macau flight gate as quick as possible, we approached for information about our Macau flight. After calling on his radio, he informed us that the plane had already pulled away from the gate and that we would have to ""go outside and buy another ticket"", without even so much as telling us how sorry he was that the company had caused us to miss our flight. Cebu Pacific is good when it is good, but when things go awry, don't expect too much in the way of a remedy. I really hope they change.",Business,Economy Class,Hong Kong,Cebu,Manila,May 2017,3.0,4.0,1.0,4,no,,,,
cebu-pacific,488700,2017-05-30,1,Indonesia,Verified Review,"""the worst airline ever""","Manila to Cebu. This is the worst airline ever. The ground staff are not friendly, the flight attendance are no exception either. On top of it, their customer service/care the worst I ever experienced. I will not recommend this airline to anyone I know. Cheap airline with cheap services fit them perfectly.",Business,Economy Class,Manila,Cebu,,May 2017,1.0,1.0,1.0,1,no,1.0,1.0,1.0,
cebu-pacific,485961,2017-05-18,1,Guam,Verified Review,"""the worst website ever""","They have the worst website ever! Tried over 10 times to book online with 2 different credit cards and it would never accept either one of them (called both card companies and both said they didn't decline anything). To top it off when called the call center I gave them one of the cards I previously tried to use and it went right through - and they charged me $25 to book it through them and refused to waive the fee. They need out source their customer care to a place where they don't train them to say only ""no, sorry sir"".",Solo Leisure,Economy Class,Manila,Guam,,May 2017,,,1.0,1,no,,,,A320
cebu-pacific,482441,2017-05-03,9,Saudi Arabia,Verified Review,"""this is an excellent option""","Legazpi - Manila on 22-April. Flight arrived in MNL 15 minutes early. Of course this is a budget airline so you need to purchase if you want something on board like food, blanket etc. But for people just want to transit from point A to B this is an excellent option as Cebu Pacific offers half of the price less that its rivals.",Solo Leisure,Economy Class,Legazpi,Manila,,April 2017,4.0,5.0,5.0,5,yes,,,,A320
cebu-pacific,478281,2017-04-17,1,Finland,Verified Review,"""The food was horrible""","Kuwait to Sydney via Manila. The staff was friendly but service was slow. The food was horrible, didn't have any flavour at all. On the second flight it was barely warm. Never pre-order meals from this airline - bring your own food. Even the ice tea/juice that came with the meal was undrinkable. Like water with a cup of sugar. There was no entertainment and drinks or any food aren't included to the ticket price. You have to pay even for water. If you had bad luck and end up flying with this company, bring your own blanket. Surprisingly there is none in the plane and it is cold there.",Couple Leisure,Economy Class,Kuwait,Sydney,Manila,April 2017,3.0,3.0,1.0,1,no,1.0,1.0,1.0,
cebu-pacific,477548,2017-04-14,9,Croatia,Verified Review,"""everything went smoothly""","Return flight Manila to Kalibo (Boracay). First time with Cebu Pacific and everything went smoothly. Booking was very transparent and easy, flights on time, clean planes, professional and friendly staff. My over-sized sport equipment was tagged as fragile and delivered without damages. Low cost business model at it's best! Strongly recommended.",Solo Leisure,Economy Class,Manila,Kalibo,,April 2017,4.0,5.0,5.0,5,yes,3.0,,,A320
cebu-pacific,477196,2017-04-13,10,Philippines,Verified Review,"""Cabin crew were friendly""","Flew from Manila to Iloilo. I am giving Cebu Pacific a 10 this time. Online booking was smooth, online check in was ok, ground crew were friendly and proactive in offering the loyalty membership. Cabin crew were friendly and surprisingly both MNL-Iloilo and Iloilo-MNL, minimal delays only. Great job keep it up.",Solo Leisure,Economy Class,Manila,Iloilo,,February 2017,4.0,5.0,5.0,5,yes,,,,
cebu-pacific,477059,2017-04-12,9,Philippines,Verified Review,"""minimal delays only""","Manila to Iloilo return. Online booking and online check in was ok, ground crew friendly and proactive in offering the loyalty membership. The cabin crew were friendly and surprisingly both flights with minimal delays only.",Solo Leisure,Economy Class,Manila,Iloilo,,February 2017,4.0,5.0,5.0,5,yes,,,,
cebu-pacific,474345,2017-03-31,3,Hong Kong,Verified Review,"""delayed due to congestion""",Flew from Hong Kong to Manila. Incoming flight was delayed due to congestion at Hong Kong Aiport. Cebu Pacific ground staff did not properly screen the carry on luggages and as always people take much more than the 5 kg allowed. The extra luggages had to be loaded to further delayed and of course fall to the queue - 2 hours and counting for a scheduled 9 pm flight.,Business,Economy Class,Hong Kong,Manila,,January 2017,3.0,1.0,1.0,2,no,,,,
cebu-pacific,473218,2017-03-27,10,Philippines,Verified Review,"""seat was quite comfortable""","Cebu to Davao. The cabin impression is very clean and modern. I got seat 4F. The seat was quite comfortable. Legroom was okay. The flight was slightly delayed. The pilots and crew apologised for the delay, they were very friendly. For the price you are paying for, it is worth it!",Family Leisure,Economy Class,Cebu,Davao,,December 2016,5.0,5.0,5.0,5,yes,,,,A320
cebu-pacific,472921,2017-03-26,1,Trinidad & Tobago,Verified Review,"""Cebu Pacific is the worst""","Cebu to Siargao. Cebu Pacific is the worst! This is our second time flying this airline within 2 weeks of visiting the Philippines and it was always late. We were to fly a third time using this airline out of Siargao to Manila but we decided to just take our losses and booked with another airline. Before this, they changed our flight times without notification. They don't offer any refunds or compensation. They offered to reschedule (obviously since we don't have a choice!) only and not even a refund. I truly wonder how a company like this stay in business with the way they run things.",Family Leisure,Economy Class,Cebu,Siargao,,March 2017,1.0,1.0,1.0,1,no,,1.0,1.0,
cebu-pacific,472761,2017-03-25,5,United States,Verified Review,"""no entertainment available""","What is it about Philippine airline companies that keeps them from providing in-flight entertainment? This was a 9 hour flight, and there was no entertainment available. Also there was no free meal service! I have never been on an international flight that had neither free meals and entertainment. I asked for a cup of coffee and was charged about $2.50USD. The crew were kind and courteous, the plane seemed in good condition and was clean, however, I will not fly on Cebu Pacific (or Philippine Airlines ~ also no in-flight entertainment) again.",Solo Leisure,Economy Class,Kuwait,Manila,,March 2017,3.0,4.0,3.0,3,no,1.0,1.0,,A330
cebu-pacific,467287,2017-02-26,1,Netherlands,Verified Review,Cebu Pacific customer review,"I had booked my flight from Bangkok to Kuala Lumpur via Manila for my next holiday trip in October 2017. A month later they cancelled my flight from MNL-KUL without notice or send email to me but I found out by manage my booking. I have called them from the Netherlands to Manila with this problem and long queue waiting to get to talk with human. Finally I decided to get full refund and I have to call over and over again to get DCN number and my phone cost over 100 euro with this stupid thing. Again they keep postpone and finally told me that refund was credit back to my bank credit card since 14 February 2017. Anyway My credit card company still resisting that they have no any order or refund back. So I contact to then via phone, email, twitter, Facebook with to them and they said that they already made refund so now on is depend on my bank not with then anymore. So I called to bank and ask them to check again and bank still insisting that have no refund. So if you would like to get any refund with this airlines you will totally get nothing and made you more frustrated.",Couple Leisure,Economy Class,BKK,KUL,MNL,October 2016,,,1.0,1,no,,,,A320-200
