Airline,Review ID,Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Aircraft,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended
lion-air,535439,2017-12-14,1,Malaysia,Trip Verified,"""Painfully long delay""","Pekanbaru to Penang via Kuala Namu. Painfully long delay during transit in Kuala Namu, Medan. There were complaints about it in the past reviews, and the delay seems to have been very consistent if not worse. The airline seemingly waited until the seats were full to board. Loading/unloading of cargo baggage was seen to operate manually without conveyor, causing damages to the baggage. Those who travel with tight schedule and family are advised not to choose this airline. Besides safety, my hope for Lion Air is to be punctual in the future especially when catering domestic flight. Please make sure also that client's baggage was handled with greater care. Thank you.",,Family Leisure,Economy Class,Pekanbaru,Penang,Kuala Namu,December 2017,1.0,1.0,,,1.0,,1.0,no
lion-air,533125,2017-12-02,1,Malaysia,Trip Verified,"""the worst flight""",Jakarta to Kuala Lumpur. Flight delayed for more than 1.5 hours and this is not the first time. Even now I am sitting at Jakarta airport my flight to KLIA suppose to be at 2100 delayed. Lion Air management should take neccesary action to avoid this situation in future. The worst flight.,,Solo Leisure,Economy Class,Jakarta,Kuala Lumpur,,December 2017,1.0,1.0,1.0,1.0,1.0,1.0,5.0,no
lion-air,528953,2017-11-11,2,Indonesia,Verified Review,"""worst airline I've ever tried""","Denpasar to Ngurah rai via Bandung. The worst airline I've ever tried. Please anybody if you were having business trip or very tight schedule please please don't use this airline. It is not even professional one. Why? This is based on my experience. Delaying for more than 7 hours, no informing from the management, too many reason explained by the management, waiting for luggage like forever. Very terrible.",,Business,Economy Class,Denpasar,Ngurah rai,Bandung,November 2017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
lion-air,528959,2017-11-11,1,United Kingdom,Verified Review,"""not book a fight with you ever again""","Jakarta to Bali. Despite the dire reviews, my wife and booked flights from Jakarta to Bali with this airline. Flight departure time was supposedly 5.55pm. At 5.25pm, the posted boarding time, nothing happened. Passengers shuffled their feet hopefully, then at 5.40 an announcement came. Due to ‘operational reasons’ the flight would be delayed by 2 hours! So we went back through security and got something to eat. Then 1.5 hours later, we negotiated security again and arrived at the gate - and there was a further 1 hour delay. But the man behind the desk couldn’t even guarantee that and so we left and caught a taxi back home, weekend ruined. Thanks you Lion Air, we shall not book a fight with you ever again. I knew this review will make no real difference to the shoddy way they treat their passengers, but if just one person decides not to book with them and instead goes with Garuda (like we should have done) then my job here is done.",,Couple Leisure,Economy Class,Jakarta,Bali,,November 2017,1.0,,,,1.0,,1.0,no
lion-air,527934,2017-11-06,7,Malaysia,Verified Review,"""Take-off was smooth""","JT683 Lion Air morning flight from Surabaya to Palangkarya. Departed on time. The flight was not full, so all passengers were in the plane 15 minutes before departure. Take-off was smooth and the flight landed in Palangkaraya exactly at 7.50 am but landing was rough.",Boeing 737,Solo Leisure,Economy Class,Surabaya,Palangkarya,,September 2017,4.0,4.0,,,4.0,,4.0,yes
lion-air,526680,2017-10-31,2,Indonesia,Verified Review,"""extremely uncomfortable""","It is expected that Lion Air JT 955 (Lombok to Bali) would be late departure as most Lion Air flights are after midday. The two hour delay ""for operational reasons"" was expected however with no notification of the delay until you reach the airport always makes things frustrating. The biscuits and water for the children helped pass the time. However, when boarding, we all felt claustrophobic and short of breath. There seemed to be no air conditioning and the temperature in the airplane had each of us sweating profusely with most travellers only getting relief from using safety cards to fan themselves. Towards the end of the short flight it did really seem that we were cooking in the aircraft. Relief was only felt when getting outside the back door to get some fresh cool air. While I understand Lion Air is usually late other than if you catch an early morning flight, the travel conditions on this particular flight was extremely uncomfortable and unnerving for the family.",Boeing 737-900,Family Leisure,Economy Class,Lombok,Bali,,October 2017,1.0,1.0,3.0,1.0,3.0,1.0,1.0,no
lion-air,525948,2017-10-27,1,Indonesia,Verified Review,"""not book Lion Air ever again""","Jakarta to Denpasar. I will not book Lion Air ever again. They just emailed us that our flight is moved to an earlier flight but we cannot make it because we live far from the airport. When we called after a gazillion times - they asked us to pay additional charges if we want to move our flight. That is totally wrong because they just informed us hours before our flight and they are the ones who moved our flight first not us. We ware unable to contact them even if we called, emailed, facebook messaged, instagram messaged, chat and all. Their service is very poor and they do'nt accomodate their passengers at all. We also asked for the advisory during the Mount Agung eruption but they did not advice and they only told us that there are no threats at all even if other airlines already allowed flight change. Never ever book in this airlines if you want a convenient flight. They are unreasonable, rude and only wants your money.",,Family Leisure,Economy Class,Jakarta,Denpasar,,October 2017,1.0,1.0,1.0,1.0,1.0,,1.0,no
lion-air,522937,2017-10-12,2,Singapore,Verified Review,"""not pleased with the airline""","Singapore to Jakarta. Obviously this 5 years old aircraft has seen a better days. First step into this aircraft, the cabin smells. Sit at 34A, but someone sat there before I get there, approached the Crew member, he is happy to switch another back window row for me and also alert the passenger that sat at my seat. Crew service on this flight is good, smile and pleasant. But the aircraft should retired. The seat is dirty and hard. The front pocket is wrecked and the tray table sticker should be removed ages ago! The seat pitch is very tight, my leg was uncomfortable when touching the back of the front seat, I'm just 5ft8. No IFE or inflight magazine. No meal served, although they have cart service, just a choice of two, a bottle of over charged water and a red bean paste bun. Flight was delay for 15 min. No information about the delay, mid flight and before landing information form pilot. Flying blind mainly. Rough touch down, aircraft part at remote bay and pax transfer to terminal by over crowded bus. No proper sequence for the disembarked hence everyone rushing to get a better seat or stand on the shuttle bus. Overall, not pleased with the airline. I didn't want to use the aircraft lavatory, because before I even open the door, I can smell the strong fragrance of urine behind the close door and when I open it after, the floor and the toilet was wet n sticky.",Boeing 737-900,Solo Leisure,Economy Class,Singapore,Jakarta,,October 2017,1.0,2.0,1.0,,2.0,,3.0,no
lion-air,519651,2017-09-27,2,Indonesia,Verified Review,"""cheap but not worth it""","Lion Air is the worst airline in Indonesia. I've had this flight from Jambi to Jakarta (JT 607) delayed over 3 hours in which cancelled all my activities. The flight is scheduled for 6 a.m however until 9 a.m there is no reasonable explanation when the flight will be departed. The only reason is the flight is postponed due to the bad weather. However, at the same time, several airlines has departed with the same weather condition. My advice for this airline - avoid it, the ticket was cheap but it is not worth it.",,Business,Economy Class,Jambi,Jakarta,,September 2017,1.0,1.0,,,2.0,,1.0,no
lion-air,518173,2017-09-21,4,Indonesia,Verified Review,"""Bad communication service""",Jakarta to Denpasar. Due to take off 7 pm. Delay information at 6.30pm. No more info. Reason not clear. Got refreshment at 9.35pm. Read from TV monitor stated delayed 22.10. A very bad expererience. Bad communication service. Really disappointed.,,Family Leisure,Economy Class,Jakarta,Denpasar,,June 2017,3.0,3.0,,,2.0,,2.0,no
lion-air,517214,2017-09-17,1,Indonesia,Verified Review,"""very bad airline and service""","Singapore to Jakarta. I was supposed to board on 20.40 pm and got delayed until 00.50. I'm writing this while waiting and still hasn't boarded. A very bad airline and service. No one told me if it got delayed I have to asked the information desk each time it got delayed, again and again and again. There is no compensation given as well nor any apology said from the airline. I don't recommend ever taking this aircraft.",,Solo Leisure,Economy Class,Singapore,Jakarta,,September 2017,1.0,1.0,,,1.0,,1.0,no
lion-air,516084,2017-09-12,1,Indonesia,Verified Review,"""this was the lowest price""","Jambi to Jakarta. Lion Air is infamous for delays. I took this flight because this was the lowest price and the most suitable schedule. The flight was okay, surprisingly no delay, but the FA was not hospitable. no IFE or inflight meal for purchase, maybe because it was just a short flight.",Boeing 737-900ER,Family Leisure,Economy Class,Jambi,Jakarta,,July 2017,1.0,1.0,,,1.0,,3.0,no
lion-air,505528,2017-08-02,1,Singapore,Verified Review,"""Worst airline to date""","Denpasar to Lombok. Worst airline to date. They're never punctual for their flights and always due to operational delay. Terrible service recovery. Why can other airlines do it and not this one? Honestly, they don't deserve my time for a long review. In fact, 1 star is too much of a compliment. They should really think about the management or rather go out of service.",,Couple Leisure,Economy Class,Denpasar,Lombok,,August 2017,1.0,1.0,,,1.0,,1.0,no
lion-air,505537,2017-08-02,8,Indonesia,Verified Review,"""recommended for its low price""","Jakarta to Denpasar. During check in there was an extremely long line. The staff noticed us and brought us through the front of the line and quickly checked us in. The walking distance from check in to the gate was fairly easy as this was a domestic flight. At the gate we took a bus ride to the plane.  The flight was delayed by approximately 30 minutes however the landing at the destination was only delayed by 10 minutes. The flight was quick and smooth; however no food or beverages were served or offered as there were none. Although a small water bottle was offered for Rp 10,000 or approximately less then a dollar. There was no in flight entertainment system also. However food and beverages could be packed or bought from the airport and allowed in the flight. This flight was last minute booked but we still got a good price. The only issue were the lavatories. There were only 4, they were not cleaned properly. Lion Air was decent and is recommended for its low price.",Boeing 737-900,Family Leisure,Business Class,Jakarta,Denpasar,,July 2017,2.0,2.0,,,4.0,,4.0,yes
lion-air,497002,2017-07-02,7,Indonesia,Verified Review,"""not choose my seat""","My flight from Bandung to Surabaya was on time. I did check-in online and it was ok, unfortunately I could not choose my seat, I think it's because LCC airlines. Boarding process was fast and efficient. The cabin was a bit dirty. We arrived safely and on time.",Boeing 737-800,Solo Leisure,Economy Class,Bandung,Surabaya,,June 2017,3.0,3.0,,,4.0,,4.0,yes
lion-air,496991,2017-07-02,1,Indonesia,Verified Review,"""not recommend Lion Air""",Singapore to Jakarta. Nothing good to say. Aircraft is outdated and dirty. Seat pitch is extremely tight. Cabin crew is not friendly. Delayed by 1.5 hours.  Overall it is extremely bad and have bad time management. Would not recommend Lion Air.,Boeing 737-900ER,Family Leisure,Economy Class,Singapore,Jakarta,,June 2017,1.0,1.0,,,1.0,,3.0,no
lion-air,495082,2017-06-25,7,Indonesia,Verified Review,"""crew is nice and friendly""","Jakarta to Denpasar, my first time flying an A330 with Lion Air. Leg room was huge compared to the 737. The ground staff is okay (at CGK and DPS), cabin crew is nice and friendly, but the baggage claim took longer than I was expecting. Other than that, it was the cheapest flight and it is worth it. No IFE, only magazine. They sell drinks but not sure if they sell food on this flight. Seat width is smaller than the one in 737. Plane was configured in a 3-3-3 layout and it was quite new, and also clean.",A330-300,Family Leisure,Economy Class,Jakarta,Denpasar,,June 2017,4.0,4.0,2.0,1.0,4.0,1.0,5.0,yes
lion-air,490207,2017-06-06,1,United States,Verified Review,"""airline is always late""","Lombok to Bali. This airline is always late! I have missed connections because of them. After flying with them throughout my whole trip to Indonesia (big mistake), my last flight was finally on time. Unfortunately, they damaged my surfboard on that flight and refused to pay. Actually, they said if I stay in the country for another month, they would repair it for me. Ridiculous! The staff was so confused and had no idea how to handle the situation. After 3 hours of negotiating, my friend got his board repaired. They still refused to repair mine.",,Solo Leisure,Economy Class,Lombok,Bali,,June 2017,1.0,2.0,1.0,1.0,1.0,1.0,2.0,no
lion-air,488412,2017-05-29,1,Indonesia,Verified Review,"""this unpleasant experience""","Denpasar to Jakarta. Had unpleasant time with Lion Air, both their system or their reaction in handling problem. I have bought the ticket and did web check in/online check in, I bought 2 seats and check in together. And then when we arrived at airport and went to counter to check in luggage the Lion Air officer said very leisurely that one of our seat is not available anymore and the flight was full already. They said their system didn't received out web check in data so the seat now is not available anymore.  And furthermore we have successfully checked in and we didn't late came to airport. Then they give many unreasonable reasons and the officer even said this is not their fault. After long wait and many debate, last minute they let us in to the airplane. We are very disappointed with this unpleasant experience. And we feel really insecure to fly with Lion Air again in the future.",,Family Leisure,Economy Class,Denpasar,Jakarta,,May 2017,1.0,1.0,,,1.0,,1.0,no
lion-air,485507,2017-05-16,7,Indonesia,Verified Review,"""good flying experience""","Singapore to Jakarta. Lion Air has a bad reputation of having delays over and over. And this delay problem happened to me on my flight from SIN to CGK. We were departing at 14.50 and boarding at 14.05.  Not until around 14.30 the plane arrived and passengers are just getting out of it. Meaning that the plane just arrived from another flight. At 14.50 we begun boarding and at 15.15 we were taxiing. After around 30 minutes in to the flight, they put seatbelt on is still on and apparently we were having some turbulence but it's normal. Then the flight attendants offer some food and drink (which is very nice, I ordered the fried rice with ebi katsu). For the cheap price, Lion Air offers a reasonably comfortable seat for me. This is probably because i'm only 165 cm and quite skinny. The plane is quite clean and new although the stickers on the tables was ripped. But the lavatory could use some improvements. When we arrived at CGK we used the jetbridge. This is rare as usually they used busses. Baggage claim is quite the wait and they also changed the conveyor belt number. For the price, Lion Air offer good flying experience.",Boeing 737-900ER,Solo Leisure,Economy Class,Singapore,Jakarta,,May 2017,4.0,5.0,5.0,3.0,4.0,1.0,4.0,yes
lion-air,480184,2017-04-23,6,Indonesia,Verified Review,"""service is nothing special""","Jakarta to Medan with Lion Air. The service is just there, nothing special to mention. The flight attendants are servicing well, but the lack of enthusiasm and sincerity is showing. The seats are not comfortable, as they jam so many people in so the seats feel very cramped. There is also a rush to get overhead baggage as some people carry baggage that should not be taken to cabin at the first place due to their size. There is no inflight entertainment, and some seats don't even have in-flight magazines. The flight is not good, the landing is very rough though the weather is fine. I fly the earliest flight possible, so I don't experience delays that frequent Lion AIr services in Indonesia.",,Solo Leisure,Economy Class,Jakarta,Medan,,April 2017,2.0,2.0,,,4.0,,4.0,no
lion-air,477570,2017-04-14,7,Malaysia,Verified Review,"""flights were pleasant""","It was a early morning flight out of KUL. I was in a group of 10 people going to Radin Inten II airport in Bandar Lampung via CGK. There was a 5-hour stopover in CGK before our next flight to TKG. Overall, the flights were pleasant, but in the inflight sales of food was too simple; no food items were available, passengers were only able to buy water and a piece of cake. During our stopover, we had to carry our luggage from Terminal 1 to Terminal 2 of CGK ourselves; Lion Air should have provided us and others with transport while in transit.",Boeing 737-900 / 737-800,Business,Economy Class,KUL,TKG,CGK,March 2017,4.0,4.0,,,2.0,,4.0,yes
lion-air,477572,2017-04-14,7,Malaysia,Verified Review,"""flight was generally smooth""",This is the second daily scheduled from Bandar Lampung to Jakarta. We took a few minutes behind schedule but arrived on time. The flight was generally smooth. Take-off and landing was okay. The cabin crew were attentive to passengers' needs. The bus service from the tarmac to the terminal was also efficient.,Boeing 737-800,Solo Leisure,Economy Class,Bandar Lampung,Jakarta,,April 2017,4.0,4.0,,,4.0,,5.0,yes
lion-air,474047,2017-03-30,1,Indonesia,Verified Review,"""a very bad experience""","I was scheduled with Lion Air from Singapore to Jakarta scheduled at 9.20 pm there are long queue in Changi airport terminal 3 from 5.30 pm. We have waited for over 1.5 hours in a que alongside many passengers from other Lion air flight which supposed to fly earlier, then suddenly a representative from Lion Air announced that due to technical and operational reason, both flights is canceled and the passengers are given the option to fly through Johor Baru Airport or Full Refund, many passengers opt in to fly for Johor Baru. The registration for transport in Changi Airport was a huge mess only two counters are open to cater two canceled flight, unclear instruction, clearly confused and unresponsive staff from Lion Air, it took us until around 10.30 pm before we can depart to Johor Baru, they provide a SGD$ 10 Voucher for food, went through multiple immigration and finally reached Johor Baru around 12.30am with hundreds of passengers. They say they chartered a flight specifically for us, when we are there, apparentky they uses Malindo Air, we are then proceed to do the recheckin which took us another hour until at least 1.45 AM, the flight information is displayed that the boarding time is at 2 AM, but then again further delay until 3.45 AM when we finally boarded, but not without a borderline demonstration was held by the very irritated passengers.  Malindo Air ground staff did not provide any clear information about what's going on and not even a water for compensation especially for the kids and the senior age passengers, all of them pretend not to know by turning their back to the pasangers and called one security guard for help. No apology are made by the ground staff or security, they provide a very rude attitude to passengers, and finally after a lot of screaming we boarded the plane and depart at 4.20 AM to Jakarta. It was a very bad experience that makes me to warn every reader to avoid Lion Air at all cost whenever is possible.",,Business,Economy Class,Singapore,Jakarta,,March 2017,1.0,1.0,1.0,,1.0,,1.0,no
lion-air,470479,2017-03-14,7,Indonesia,Verified Review,"""it was quite a pleasant flight""","I was flying back from Singapore to Jakarta and it was not my first time flying with lion air. Ground crew at Changi was pleasant but wasn't really smiling that much. Check in was easy and everything was going well. When I got to my seat, the seat pocket infront of me was a bit ripped off but I didnt really care about it. Cabin crew was friendly and nice. There wasn't any inflight entertainment other than some magazines and there wasn't any food menu either. However, they did sell a few main courses, snacks, and drinks. The food was okay. Leg room was spacious compared to competitors. At the end, it was quite a pleasant flight with Lion Air",Boeing 737-900,Solo Leisure,Economy Class,Jakarta,Singapore,,December 2016,4.0,4.0,3.0,1.0,4.0,1.0,5.0,yes
lion-air,465350,2017-02-17,6,Indonesia,Verified Review,"""ticket price is the cheapest""","I flew from Solo to Jakarta. As a low cost airline, ticket price is the cheapest, as cheap as an economy train ticket price. Although Lion Air is known as the King of Delay, my flight was on time. The aircraft was good and new. They sold snacks on the plane if you hungry. I recommend you to fly with Lion Air if you have low budget, but if you want a comfortable one, pay extra for Garuda or Batik.",Boeing 737-900 ER,Solo Leisure,Economy Class,Solo,Jakarta,,February 2017,2.0,5.0,,,3.0,,5.0,yes
lion-air,462413,2017-02-03,10,Indonesia,Verified Review,"""can't really complain""","Jakarta to Kuala Lumpur. Great airline with easy booking, special services, e.g. wheel chair, friendly staff, and on time flights. They also have advantage of being cheapest at any given time and with Boeing comfortable and spacious leg room, you can't really complain.",,Business,Economy Class,Jakarta,Kuala Lumpur,,January 2017,4.0,4.0,,,5.0,,5.0,yes
lion-air,460981,2017-01-26,1,Sri Lanka,Verified Review,"""Lion Air always delays""",Denpasar to Lombok. 2.5 hours delay and counting on boarding. No response from the airline staff or gate staff about the expected boarding time. The pricing for the ticket is cheap. However it is known that the Lion Air always delays. Pick a different airline.,,Couple Leisure,Economy Class,Denpasar,Lombok,,January 2017,1.0,1.0,,,1.0,,2.0,no
lion-air,459231,2017-01-18,7,Indonesia,Verified Review,"""lavatory is a bit awful""","For a low cost carrier, its good. Departed on time from Surabaya and landing a bit late in Bandung. The lavatory is a bit awful, the floor a bit dirty, and the sink with no water, and smell. The cabin crew was great, but sometimes they make us confused because so many offers and questions. But I would fly it again if they improve their quality of service.",Boeing 737-800,Solo Leisure,Economy Class,SUB,BDO,,January 2017,4.0,3.0,,,3.0,,4.0,yes
lion-air,447824,2016-12-07,7,Malaysia,Verified Review,"""crew was attentive""","Banjarmasin to Surabaya - this was an afternoon flight with Lion Air. The flight was delayed for approximately 40 minutes. The flight was smooth most of the time, except when climbing. The crew was attentive to needs of the passengers. Landing was a bit bumpy. It was raining in SUB when we landed.",Boeing 737-900ER,Solo Leisure,Economy Class,BDJ,SUB,,December 2016,3.0,4.0,,,4.0,,4.0,yes
lion-air,447822,2016-12-07,6,Malaysia,Verified Review,"""delayed but not a single announcement""","Lion Air flight Surabaya to Banjarmasin. The flight was delayed but not even a single announcement was made by the airline. The flight was suppose to depart at 1320 but only at 1340 an announcement was made for passengers to be at the departure gate. We departed in heavy rain but it was a good take-off. The plane was a bit heavily used, it can be seen for the condition of the seat and surrounding area. There was sale of food and beverages but the choices were too little.",Boeing 737-900ER,Solo Leisure,Economy Class,SUB,BDJ,,December 2016,3.0,3.0,,,3.0,,4.0,yes
lion-air,439595,2016-10-30,5,Sri Lanka,Verified Review,"""filthy aircraft cabin""",Denpasar to Jakarta with Lion Air. Filthy aircraft cabin and ill groomed crew. Quite a contrast to my flight with other Indonesian budget airlines. Absolutely no service free not even a cup of water. Ground staff friendly and efficient but cabin crew can do lot more as passengers will compare them with competition available. No airshow to track the flight and announcements not very clear. Way below standards of competitor airlines.,Boeing 737,Family Leisure,Economy Class,DPS,CGK,,October 2016,4.0,2.0,,,4.0,,4.0,no
lion-air,439029,2016-10-27,2,Singapore,Verified Review,"""the flight has closed""","Booked Lion Air for a trip to Jakarta from Singapore. Reached the check in counter at Singapore just 40 mins before flight departure and the counter staff told me that the check in timing for the flight has closed. The staff wasn't friendly and offer no other assistance for me. To other travelers, do consider Lion Air to be your last option, should you not have your trip ruined before you even leave the country.",,Solo Leisure,Economy Class,SIN,CGK,,October 2016,,,,,1.0,,2.0,no
lion-air,436134,2016-10-14,2,Indonesia,Verified Review,"""been a terrible experience""",Denpasar to Jakarta. The flight was 90 minutes late with no information posted we had to keep asking about it. The gate area was covered in trash left by previous passengers. On our flight coming here they boarded from the front and back of the plane with no distinction for row numbers so people were pushing from both directions with attendants futilely waving people along. It has been a terrible experience all around. Pay extra for Garuda.,,Couple Leisure,Economy Class,DPS,CGK,,October 2016,2.0,3.0,,,1.0,,2.0,no
lion-air,435073,2016-10-08,5,Singapore,Verified Review,"""Lion Air didn't deliver""","Singapore - Jakarta in early October on Lion Air. First impressions count, and Lion Air didn't deliver on most counts. What's the point of sending an email asking passengers to web check-in when the facility doesn't work? At the airport the handling agents weren't very friendly but I give them credit for ensuring a speedy boarding of the flight. On board is where the fun begins. Cabin crew were busy talking amongst themselves instead of greeting passengers. Apparently they don't seem to be interested in keeping the plane clean, as I found some wrappers lying on my assigned seat. Then the cherry to top the cake: ""this is flight XXX to Jakarta, could passengers please check their boarding passes to ensure if they are on the right flight."" First time I've heard that in my life. I suppose that is probably due to personnel mistakes made at Indonesian airports, which really makes me seriously wonder how this airline operates. On the plus side, the ticket was the cheapest among all the low-cost airlines, and my flight departed on time and arrived early in Jakarta. But that was about it. I can't say the seats were very comfortable, nor the inflight beverage bar service fantastic (they don't even have menus in the seat pockets). If I had to fly them I'd do so if I have no choice. Otherwise I'd feel much more at ease if I can fly an airline that has better service and proper safety standards.",Boeing 737-900ER,Solo Leisure,Economy Class,SIN,CGK,,October 2016,2.0,1.0,1.0,,3.0,,3.0,no
lion-air,432624,2016-09-27,5,Indonesia,Verified Review,"""cleanliness can be poor""","I have almost every week flown Lion Air from Jakarta to Singapore, taking the first flight out. Experience begins from check-in where there is always a queue and have to wait long for your turn. (This is likely where the delays originate). The aircraft is parked at the apron and a bus will take you there from the gate, usually a short distance away. During boarding, the FA never checks boarding passes. Seats are poor in legroom and cramped. Since this is a budget airline, there is no IFE, simple F+B can be purchased. Cleanliness can be poor at times as there are uncleared rubbish in the seat pocket. The picture shows a very hazy view out of the window with lots of dust stuck between the panes. On the other hand, FAs are polite and nice, sometimes too nice or perhaps slightly lax to ensure safety on board is adhered to. However, fares are cheap and one can't complain much for that price. Just bring along a good book or a neck pillow and snooze.",Boeing 737-900ER,Solo Leisure,Economy Class,CGK,SIN,,September 2016,1.0,3.0,1.0,,2.0,,5.0,no
lion-air,427549,2016-09-05,8,Indonesia,Verified Review,"""cabin was not clean enough""","Lion Air did their best for my flight from Bandung to Denpasar. The flight was on time. The baggage was also delivered quickly. It took less than 10 minutes for us to go out of the airport. The seat is OK for LCC, but the cabin was not clean enough. Not all cabin crew is friendly.",Boeing 737-800,Couple Leisure,Economy Class,BDO,DPS,,September 2016,4.0,3.0,,,4.0,,5.0,yes
lion-air,421376,2016-08-11,1,Singapore,,"""never fly Lion Air ever again""","Most terrible experience and will never fly Lion Air ever again. We booked a return flight from Singapore to Bali via Jakarta and got an email to tell us our flight from Bali to JKT is delayed by an hour which cut our transit time allowance to only 1 hour instead of 2. Initially, we thought even thou rushed, we probably would be able to make it, but we were terribly wrong. When we arrive to JKT, it took us an overpriced cab (airport shuttle never came) and an hour to get from terminal 2 to terminal 3 only to be told by Lion Air staff that maybe we have to go back to terminal 2 to collect our luggage which is total misinformation. They don't even bother to check and they know nothing when you asked them. Thankfully, we did not go back to terminal 2 or else we will probably miss our connecting flight! The Lion Air flight back was even worse. True to what we believe by now, the short 1 hour transit time is definitely not enough. So during our check in at Bali to return to SG, we asked the staff how we can make it within 15 minutes from the flight landing time to the next boarding gate to board at the stipulated time printed on our boarding pass. It is totally impossible. They are not able to give us an answer how they are going to ensure we can make it to the next flight. We had to demand to see the supervisor who told me Icould disagree with the flight changes but that is not true because there is no option I could indicate i disagree with the flight changes and the email about the schedule change only came later after I booked the flight. Finally he said the staff at jkt will be there to fetch us to our connecting flight. And so, flight at Bali was delayed with no information to let the passengers know. We are supposed to board at 3.30pm and we only boarded 2 hours later with no announcements. We had to also change gates for the boarding and again no announcement at all to inform passengers. It was totally chaotic. When we asked if our next connecting flight is delayed since our first leg of flight is delayed and won't reach in time to take the next flight from JKT to SG, Lion Air staff said no which means we will miss the next flight! In the end, they made all the passengers in the connecting flight (those waiting are not connecting passengers) wait for us for 2 hours to board the plane and take off. Food and beverages sold are very limited.",,Couple Leisure,Economy Class,SIN,DPS,CGK,August 2016,1.0,1.0,1.0,,1.0,,1.0,no
lion-air,418663,2016-08-03,8,United Kingdom,Verified Review,"""flight was smooth and seamless""",Another classic Lion Air flight for the two hour trip to Bali from Jakarta. The flight was smooth and seamless with cabin crew barely appearing down the aisle as they hanged out at the front behind the curtain. To be fair there was no service to be given besides the safety briefing and every one just got down to some sleep. Lion Air possibly has the tightest leg room seat in the industry with needing to buckle down their legs under the seat in front to fit them in. All in all a cheap flight which included 20kg baggage and a modern jet. Not bad.,Boeing 737-900,Solo Leisure,Economy Class,CGK,DPS,,August 2016,2.0,4.0,,,4.0,,5.0,yes
lion-air,413805,2016-07-16,1,Switzerland,Verified Review,"""delayed with no information provided ""","Would never fly with them again. Booked business class from Lombok to Denpasar as nothing else was available, received only economy when we got there. Wings Air flight was delayed by 4hrs with no information provided whatsoever. We had to ask 4 times in order to be informed of the delay. Staff was extremely rude. Never book with them if you have a connecting flight!",,Couple Leisure,Economy Class,LOP,DPS,,July 2016,1.0,3.0,1.0,,1.0,,1.0,no
lion-air,411596,2016-07-09,7,Indonesia,Verified Review,"""ground staff kind and helpful""","Jakarta to Singapore With Lion Air. The ticket was very cheap and that is the reason why I choose Lion Air. The flight was a bit late for take off but landed on time. The check in was smooth and the ground staff was kind and quite helpful. Cabin staff cabin were welcoming and friendly to us. The seat were as normal as taking a low cost carrier. Overall, it is quite ok for this flight.",Boeing 737-900ER,Family Leisure,Economy Class,CGK,SIN,,December 2015,3.0,4.0,,,4.0,,5.0,yes
lion-air,404732,2016-06-11,3,Malaysia,Verified Review,"""a terrible experience""","The Lion Air flight departed from Main Terminal, KLIA. Check in was simple. Boarding only started 10mins before ETD and was really slow. The Boeing 737-900ER used was old. The cabin crew was ok. The seat pitch is a minimum of 28"", and even for an Asian like me, I feel so uncomfortable throughout the flight which was about 2hrs. Lion is a budget, no-frills airline, thus, no IFE, no meals but a 20kg luggage allowance is provided free. Flight arrived 10mins behind schedule and it takes another 15mins for the aircraft ladder to arrive for disembarkation as Lion utilises the remote stand for cheaper airport charges. Once disembarked, waited for another 15mins for the transporting bus to arrive. Luckily luggage arrived fast. It was a terrible experience!",Boeing 737-900ER,Family Leisure,Economy Class,KUL,CGK,,May 2016,1.0,2.0,,,1.0,,4.0,no
lion-air,396250,2016-05-02,2,Indonesia,Verified Review,"""didn't get selected seat""","Surabaya to Jakarta with Lion Air. 12 hours before, I already check in on Lion Air website check in. I already selected the seat then I chose aisle seat - at the boarding time I didn't get my selected seat! If Lion Air can check in on website 12 hours before flight, why didn't I get my selection seat? Other people who did not check-in on website (the other people check in 2hours before flight) got my seat! Lion Air is also often delayed and the quality and the service is very bad!",,Business,Economy Class,SUB,CGK,,May 2016,2.0,3.0,,,2.0,,2.0,no
lion-air,394298,2016-04-22,8,Turkey,,"""price was amazing""","We flow from Kuala Lumpur to Jakarta and Jakarta to Singapore with Lion Air. I didn't expect much in terms of customer care and service and choose this airline merely for its cheap offers. However, I was quite impressed of this airline for several reasons: 1) There was no cancellation or any delay of our two legs with Lion Air. 2) I found the crew very polite, they had a smile on their faces while welcoing passengers during boarding. 3) I was also very impressed witnessing the staff helping passengers actively with storing their big and heavy bags onto overhead bins, this is a touch that you wouldn't see with European crews. 4) Crew engaged in emergency instructions. They briefed passengers in the exit rows about their duties. There was a seat empty on the exit row so a cabin member was asking people if they would like to sit in the exit row. 5) Crew were not good with English skills, their airline magazine also has no english content at all. 6) Price was amazing compared to other carriers. Full service carrirers such as Malaysia and Garuda wanted 4 times as much money as Lion Air. 7) Seat was comfortable with old fashinoned leather which I do prefer over these new but thin and hard seats from many carriers. Leg space was limited but acceptable for a 2 hours flight.",Boeing 737,Family Leisure,Economy Class,KUL,CGK,,April 2016,4.0,4.0,,,4.0,,5.0,yes
