Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value For Money,Recommended,Aircraft,Wifi & Connectivity
2018-09-09,8,Indonesia,Not Verified,"""a great experience""","Flew with scoot TR 278, and with a great experience from Singapore to Jakarta. Had smooth journey from took off until landed, thank you pilots and crew TR 278.",Family Leisure,Economy Class,Singapore,Jakarta,,September 2018,3.0,4.0,2.0,2.0,4.0,4,yes,A320,1.0
2018-09-05,1,Japan,Trip Verified,"""bad service throughout""","Flew from Tokyo back to Singapore and return with transit via Bangkok with Scoot. Never in my life have had such bad service throughout. Long wait to get through the call center to end up with ""I need to put you on hold to check"" with every question I asked and getting an absurd answer which did not make any sense. Got told off by check in staff at Narita  because our soft unstructured carry on was 6 cubic cm over the limit. 3. Got screamed at no food during transit because we bought orange juice for the kids. And comment given ""You must  buy our food. Forced us to wake the 2 year old up to be buckled up in his seat. And woke up the 7 year old because he is not seated properly with legs down. On return transit, got told to hurry up by ground crew from passing security to gate. Whilst they watch us dragging 2 groggy kids + hand luggage.  After the whole fiasco, we appreciated the flexibility and understanding of 2 member of the crew. Male crew on flight back to Singapore who saw the fuss brewing, explained nicely their situation, moved the other passengers and helped arrange the sleeping 2 year old. Check in staff at Singapore who handled the situation nicely on the check in bags. While I know that every airline has different policies to adhere to, I believe it is fair to expect some courtesy and customer centricness. They had really good planes no doubt, however the service was really uncalled for. Living in both Japan and Singapore where services are known to be top notch. This came to us as an even bigger shock.",Family Leisure,Economy Class,Tokyo,Singapore,Bangkok,August 2018,1.0,1.0,,,1.0,1,no,Boeing 787-8,
2018-09-04,1,Canada,Trip Verified,"""such a bad service""","Singapore to Bali. I am so unsatisfied with Scoot, I decided I shall warn anyone who is considering booking. We booked Singapore to Bali, and each bought 1 check-in luggage with the ticket. But we ended up having one extra luggage, instead of charging us one extra luggage fee, they requested us to pay for $20SGD per KG for excess weight , which equivalent to total of $400SGD for one extra luggage. On our return flight, SIN to Taiwan, we experience very bad customer service with the ground crew who were giving us attitudes. The seats on the plane were extremely small, I’m only 5’ tall and my feet was already touching the back of the seat in front of me. I had a snack which I bought in the airport , and was told to stop eating because the airline does not permit any outside food and no water was offered on the flight. This is less than a budget airline! If you are connecting in Singapore, Scoot is actually a poor choice because it does not have a transfer/connecting counter inside terminal, which means you have to exit the terminal of arrival, goes through custom, collect your luggage and then check in again! You will  miss your flight if there is not 3 hours connecting time. Whereas other airlines have connecting counter inside terminal and you can easily transfer and check in. Anyways, this is my last time flying Scoot, never experienced such a bad service!",Couple Leisure,Economy Class,Singapore,Bali,,August 2018,1.0,1.0,,,1.0,1,no,,
2018-09-02,10,Australia,Trip Verified,"""Top marks to all crew involved""","Singapore to Perth with Scoot. Flight to Perth delayed by 3 hours due to tragic circumstances on inward flight. Boarding crew handling information to outgoing passengers facing the delay, delivered in a very sensitive, respectful and compassionate way. Top marks to all crew involved.",Solo Leisure,Economy Class,Singapore,Perth,,August 2018,3.0,4.0,,,5.0,4,yes,,
2018-09-01,9,Singapore,Not Verified,"""Value for money""",Singapore to Bangkok. Value for money. No fuss smooth online check in. Staff onboard was accommodating and professional. Pleasant short flight. Take off and landing was also stable.,Solo Leisure,Economy Class,Singapore,Bangkok,,June 2018,5.0,5.0,4.0,,5.0,5,yes,,
2018-08-20,1,Australia,Trip Verified,"""Never fly with them again""",Singapore to Gold Coast. First of all flight was late almost 2 hours. I paid extra to have a seat by the window to have a better sleep. Seat was broken that I couldn't let it down. Asked to put me to sit somewhere else. They said no available seats only if I pay extra to sit in quiet zone or extra leg room. They gave me broken seat what i paid extra already and refused to give me other seat. It would not cost anything to company if they would put me to sit somewhere else.  I wrote to them and it took like a month to respond and all they said was oops sorry we will fix the seat. Like how's that going to help me? Never ever fly with them again!,Solo Leisure,Economy Class,Singapore,Gold Coast,,July 2018,1.0,1.0,1.0,1.0,1.0,2,no,,1.0
2018-08-19,2,Malaysia,Trip Verified,"""cancelled after we checked in""","Melbourne to Singapore. On 11 Aug 2018, flight TR25 at 9.40 pm was cancelled after we checked in. Sad to say we had yet until today received SMS or email informing us about the cancelled flight. We were not even assigned our next flight home. Third party staffs in Melbourne don’t handle the case professionally. We were left stranded for hours not knowing what is the next cause of actions. We were told hotel fully booked and they can’t checked on the system on the status of our next flight home. When problems like this occur don’t tell me SCOOT staffs are sleeping on this matter. Be considerate and think about those who need to work on 13 August. What choice do we have? No choice but to book our next flight home on our own expenses at about RM9000. Is not a small sum for 4 pax. If SCOOT had taken the trouble to offer us the next flight home, do we need to do this? Our actual cost paid for our flight from Launceston to Singapore via Melbourne is about rm4500 for 4 pax, supposed to be low cost. But now we ended paying about rm9000 due to no fault of ours. Imagine the ordeal of waiting. To wait for the next flight(no updated info) and Calls centre were totally useless. I would like Scoot team to handle the case more professionally .",Family Leisure,Economy Class,Melbourne,Singapore,,August 2018,3.0,3.0,,,1.0,1,no,,
2018-08-19,2,Singapore,Trip Verified,"""most uncomfortable experience""",Bangalore to Singapore on 17th Aug 2018. The gap between the seats in this flight was barely 6”. When I sat my knees kept rubbing on the back of the seat in front of me. This was a midnight flight and 4.5hour long. I can say this was the most uncomfortable experience I have had flying.  We certainly will recommend scoot on this sector based our bad seating experience,Couple Leisure,Economy Class,Bangalore,Singapore,,August 2018,1.0,3.0,1.0,,3.0,2,no,A320,
2018-08-19,1,Kazakhstan,Not Verified,"""became super expensive""","Bangkok to Singapore. Scoot doesn't accept transit passengers and in order to connect in Bangkok, you have to go through immigration, check in, and go through immigration again. Both flights are international for Bangkok, so, this is only natural to do all this in transit hall of the airport. We had to make the visa to go out (USD 60 each). So, the budget airline became super expensive suddenly.",Couple Leisure,Economy Class,Bangkok,Singapore,,August 2018,2.0,2.0,,,1.0,1,no,,
2018-08-15,1,Malaysia,Trip Verified,"""the system change the price""","Penang to Krabi. This is a bad experience when buying the ticket for travel in September. The price is £103 at the beginning, but I key in the wrong phone number, so I try to back and correct again. But! The flight ticket jump to £109. Ok is fine. Then I fill up all the details. But when I press the payment, the system change the price to £112. Okay, I feel like not worth to buy it, I try to search again, the price become £119! I feel like this not fair to the customers. When knowing the customers buying the tickets, the system can change the price! This airline totally is vampire. I really feel bad while buying the flight tickets.",Couple Leisure,Economy Class,Penang,Krabi,,August 2018,,,,,,1,no,,
2018-08-12,1,Australia,Trip Verified,"""delayed the flight 1.5 days""","My trip to Singapore is only for 6 days and Scoot delayed the flight 1.5 days. Cant contact by phone from 11pm despite there is 24 hours contact. Cant get any information and can change the flight sooner because your manage is not updated. So angry because they delay this by 1.5 days without any repay, just apologies and we don't need their apologies. Worst airline ever.",Solo Leisure,Economy Class,Melbourne,Singapore,,August 2018,,,,,1.0,1,no,,
2018-08-05,5,Australia,Trip Verified,"""Ultimately it was not cheap""","Gold Coast to Kaohsiung via Singapore. Low cost airline? I think not! Price: It seemed to be a low cost option at the time of looking for our flight. Ultimately it was not cheap. Considering how long the trip was with long layovers in Singapore. However, still had to contend with the limited options of a low cost airline. The online booking process has many stages of options that one needs to wade through. The tally keeps growing until one reaches the end with a bill the size of one from a more comfortable airline. This is the only airline I've come across that offers  nothing included free. Baggage: We were travelling for one month so chose to add 20KG. Pleasingly they do include 10kg carry on. Scheduling: They arrived on time and left late due to no fault of their own they tell us. The thing we're really fed up about is the forced long wait at Changi. Three times this has been a feature of our flight. There never seems to be any short layovers. Of course this may just be the legs we are flying. Both legs of this trip required long (20-22 hours) waits at Changi. We spend $200-$300 each leg just trying to have a place to rest and eat. Again contributing to false economy. Food: In flight options are not clear for a person with food intolerances like myself. No food labelling. Not even water is provided free. What you do pay for is shockingly small for the amount of money you pay. Staff were not particularly friendly, though not unfriendly they just didn't seem to care much. Would we choose them again? Not likely.",Couple Leisure,Economy Class,Gold Coast,Kaohsiung,Singapore,July 2018,3.0,3.0,1.0,,3.0,2,no,Boeing 787,
2018-08-03,3,Chile,Trip Verified,"""no food or drinks offered free""","Bali to Singapore. After take off I laid back my seat, right away a girl behind me starting kicking my seat and after a while I asked her if she had a problem with it, she said she didn’t have space for her legs. I said it was not my problem and told her to stop and call crew. I turn around and she pushes again. I called the crew member and explained the situation, he said he couldn’t do anything so he just told her to stop. She stopped for about 20 min and kept going, she pushed so strong that she even made the seat go back to the normal way only by kicking it. I called again and the lady said “I’m sorry there’s nothing I can do and I didn’t see her” (the girl was admitting what she had done) and then told the girl “I understand you don’t have space I’m so sorry, I’m gonna see If we have a bigger seat for you.” She didn’t want to change so the lady just told me I’m sorry it’s only 40 min left please just try to hold on. The lady just said she couldn’t do anything while the girl kept laughing with their friends. At the end a cabin crew guy understood me, said it was my right to have the seat how I wanted to and offered to change me and my friend. The girl just got away with it and nothing was said to her. Also no food or drinks were offered free in a 2.5 hr flight.",Family Leisure,Economy Class,Bali,Singapore,,August 2018,1.0,1.0,1.0,1.0,2.0,3,no,,1.0
2018-07-29,1,Singapore,Trip Verified,"""Don't fly Scoot""","Singapore to Bangkok. UOB Singapore had a Krisflyer promo where they could waive they credit card booking fee but upon payment the Scoot website will prompt that you must log into your scoot insider account. When you do that they will revoke all UOB Krisflyer benefits, charge you a credit card fee and pretend to give you a ""15% off welcome voucher"" that after applying the voucher the amount will the same as before the voucher with additional of credit card booking fees and extra 5kg baggage fees. I tried calling the call center 6 times each lasted around 1 hour as all the ""let me put you on hold"" and final saying ""we will escalate it and we will get back to you"" then you will never hear from them again. When you call back stating the person you spoke to the person will always be ""busy"" and the whole process repeats itself. Don't fly Scoot because once they get your money, you will only get ignored.",Couple Leisure,Economy Class,Singapore,Bangkok,,July 2018,2.0,1.0,,,2.0,1,no,A320,
2018-07-22,2,Australia,Trip Verified,"""cut our holiday short""","Athens to Melbourne via Singapore. Scoot brought forward our flights by 5 days! This cut our holiday short and we lost money on our accommodation and holiday! I heard that this was a problem with Scoot so I had left a few days buffer. Not 5 days! They could not book us a new flight until 5 days after the original flight. Customer service over the phone was robotic with long periods of ""please hold"".",Couple Leisure,Economy Class,Athens,Melbourne,Singapore,July 2018,2.0,2.0,1.0,1.0,3.0,2,no,,
2018-07-18,6,Singapore,Trip Verified,"""Value for money""","Singapore to Berlin. Scoot started flying to Berlin Tegel from Singapore Changi only recently, and I caught their latest flight to the German City. Kiosk check in & bag drop was seamless, and I was allocated an aisle seat, much to my relief. I would not have wanted a middle seat for a 12hr flight on a budget airline. Seat was what one would expect from a standard low-cost carrier - Average legroom with no entertainment. I had pre-ordered a long haul meal for the journey, and the food was largely decent. Crew were largely polite and professional. Value for money for a trip to Europe.",Solo Leisure,Economy Class,Singapore,Berlin,,July 2018,2.0,3.0,2.0,,3.0,4,yes,Boeing 787,
2018-07-16,10,Australia,Trip Verified,"""flight crew were exceptional""","Manila to Melbourne via Singapore. Thought I would give scoot a try, and certainly glad that i did.  The planes were clean and roomy. The check in process was flawless, the website was simple to navigate. The flight crew were exceptional. Friendly and happy faces. I need to say that the uniforms were brilliants. Well done to everyone at Scoot airlines.",Solo Leisure,Economy Class,Manila,Melbourne,Singapore,July 2018,5.0,5.0,,,5.0,5,yes,Boeing 787,
2018-07-16,3,India,Trip Verified,"""felt very uncomfortable""",Singapore to Amritsar. I am not comfortable with the flight because they do not provide a mobile charger point. I felt very uncomfortable. So next month again I travel Amritsar to Singapore but I don't scoot. So I request you please develop your flight facilities. That travel was very boring.,Business,Economy Class,Singapore,Amritsar,,July 2018,2.0,5.0,5.0,1.0,5.0,4,no,,1.0
2018-07-01,1,Singapore,Trip Verified,Scoot customer review,"Singapore to Bangkok booked for November 2018. In their website, they show that there is $0 processing fee. However, we were charged $20 processing fee for per person. When we lodged a complaint via email, they state that processing fee applies when we made payment via credit card. But they choose to hide these fees from customers when customers are making their payment. booked for November 2018",Family Leisure,Economy Class,Singapore,Bangkok,,June 2018,,,,,,1,no,,
2018-06-30,1,Philippines,Trip Verified,"""worst customer service""","Singapore to Manila. First time and last time flying with this aircraft. Value of money not worth it, yes it’s cheaper compared to other budget airline but end up spending more because of the delayed flight and the reason is their is a technical issue on the plane that can not resolved. Flight delayed from 12:55 am to 3:30 am. With those people who have connecting flight not advisable to take this aircraft. The worst customer service. Flight delayed and nobody offered us a drink, ground staff at Singapore said those with connecting flight someone will assist us (delay team), upon arrival to Philippines, flight stewardess said we can approach the ground staff at the counter for assistance, ground staff not helpful as no instruction from them from Singapore and staff told me to call their office. No feedback form, no apologies even after I told one of the staff I missed my connecting flight although I paid 2x more for the rebooking of the ticket what makes me upset is I need to wait it the next day for the next flight.",Solo Leisure,Economy Class,Singapore,Manila,,June 2018,1.0,1.0,,,1.0,1,no,,
2018-06-25,8,United States,Not Verified,"""fees fine and very clear up front""","Had no problem with fees, checkin, carryons, food or fees. Food was good and much better than United and Hawaiian. Luggage fees were fine and very clear up front. The quiet section (no children or movies) was great but has no way to charge electronic devices so bring batteries. I recommend you bring your own water and snacks as these are rather expensive onboard. My main complaint is the temperature of the cabin — nears 80 degrees F so rather hot for US passengers, seems norm for Asian passengers. Bring water! Easy to press light and flight attendant call buttons on arm rests. Watch out! Love those windows you can lighten and darken. Going to try Air Asia next!",Family Leisure,Economy Class,Honolulu,Kansai,,June 2018,4.0,4.0,4.0,,5.0,4,yes,Boeing 787,
2018-06-24,9,Singapore,Trip Verified,"""looking forward to flying Scoot again""","Taipei to Singapore. I was on Scoot biz on the 22nd of June heading back home from Taipei. It was my 2nd flight with Scoot and I am very impressed with the crew on ground and onboard. The check in staff was polite and efficient even though she had to handle a big tour group before us. After getting onboard, we were greeted by smiley and polite cabin crew when offered water and confirmation of our meals. It was a great start to the flight. Soon after take off I tried to charge my device with the in seat power supply, however it wasn’t working. We informed the crew in charged and was quick to get a response that the seat power supply for both 2h and 2k was down. I was disappointed but was lucky to have my own portable power bank. A few moments later, the crew in charged passed me a pink power bank and she explained that it’s her own personal charger. She apologised and went the extra mile and took the initiative to offer me hers even though I didn’t ask for it. During the flight, she was seen helping 2 elderly couple in front of us with the Scoot tv app. She kept coming back to check on them and it was when meal service was about to start. I understand that’s a very busy period for crew but she was professional and very patient with them and assisted them for at least 20-30 minutes and had left me very impressed. She was also always seen in the cabin during meals and duty free sales service. During the lull period, while walking to the lavatory, crew was also polite to inform me that there was a queue. Toilet was also clean the whole flight. Call lights by passengers around me were also quickly attended by them or passing crew from the economy class. I didn’t expect much from a budget airline but I am left with a great impression with this experience. I will be looking forward to flying with Scoot again.",Couple Leisure,Business Class,Taipei,Singapore,,June 2018,3.0,5.0,2.0,2.0,5.0,4,yes,,
2018-06-18,2,Australia,Trip Verified,"""told I had missed check in""","I have had a mixed experience flying with Scoot. My flight to Athens from Sydney was uneventful and easy, however my inflight meal which I purchased at the time of booking the ticket was quite rubbery and not hot. This isn’t something I’d write a bad review over, however my experience on the return flight back to Sydney has been absolutely atrocious. After attempting to purchase additional baggage online multiple times on separate devices the website failed and crashed many times. I was finally able to get through and pay for my extra check in luggage ($123) the night before the flight. Upon arriving at the airport to check in on time, I was told I was unable to because o had an outstanding balance of $83 to which they couldn’t tell me what it was for, but “if I didn’t pay, I wouldn’t fly”. Not only could they not explain this fee, the attendant who was handling this issue seemed to be incompetent with their system and couldn’t get it to work. Although I wasn’t exactly sure what was going on because she ignored me as if I wasn’t there and would stop intermittently and fill a stapler with fresh staples! This went on for so long that I had my baggage given back to me and told I had missed check in and now had missed my opportunity to get my flight. There was zero communication to myself as the customer, no attempt by the staff to be helpful or treat this as an urgent matter to assist me in getting this issue sorted out, and no apology for the fact that this was an operational fault of Scoot as an airline. I was upset at the fact that I had now missed my flight, and the attendant that had been supposedly helping me simply rolled away in her chair and sat behind a desk messing with receipts. Not to mention the huge line of frustrated and ignored people behind me waiting for assistance for a separate flight. I can’t believe how horrible this experience was as a customer. I hope the airline improves on this in the near future, because I’d hate for anyone else to have to go through what I experienced today.",Solo Leisure,Economy Class,Sydney,Athens,,May 2018,1.0,2.0,1.0,,1.0,1,no,,
2018-06-07,8,Singapore,Trip Verified,"""Thanks Scoot for great flight""","Singapore to Nanjing. I was travelling with my wife and she is 5months pregnant. Upon boarding, the air crew were very attentive helping my wife with her bags as there was a gap between the bridge and the plane. On flight, the chief stewardess drop by and make sure my wife is all ok and comfortable. She told us not to hesitate to ask for anything e.g. hot water, blanket. During the flight, my wife wanted to go to the lavatory and the chief stewardess help her with the door and into the cubicle. My wife can't stop sharing about how well she was treated on board with her friends and relatives. Thanks Scoot for the great flight.",Couple Leisure,Business Class,Singapore,Nanjing,,June 2018,4.0,5.0,4.0,4.0,4.0,4,yes,Boeing 787,5.0
2018-06-05,8,Australia,Trip Verified,"""I was very impressed overall""","Phuket to Sydney via Singapore. I had relatively low expectations when I booked being that Scoot is a budget carrier. However I was very impressed overall. Giving an 8/10 based on comfort and relativity of price. On the Sydney to Singapore return legs, very new Boeing 787. Seats were comfortable enough (and I'm 6 feet tall). Service was efficient and cabin crew were polite. On the legs Singapore to Phuket we flew ex tiger A320 aircraft. Fairly new. Interior a little bit tired but seats were comfortable. No in-flight entertainment, but I just used my iPad and downloaded a few movies on Netflix. We experienced a delay on our return leg from Phuket to Singapore, which we thought may cause issues with our connecting flight. However staff managed the issue well and gave us updated and information where to go on arrival at Singapore. And last of all, if you have to have a stopover, why not make it at Changi airport. It's rated best in the world. Free cinemas, pool, butterfly garden. Lots to keep you entertained. Would definitely fly with Scoot again",Couple Leisure,Economy Class,Phuket,Sydney,Singapore,June 2018,4.0,4.0,3.0,2.0,4.0,5,yes,Boeing 787,3.0
2018-06-04,5,Singapore,Trip Verified,"""a little below AirAsia""","Pretentious and unprofessional. We generally avoid Scoot but for this routing the timing and fare were the best combination we went ahead. Most important: we arrived on time and safely, and so did the luggage, so no complaints about that. But in general this airline is really annoying to fly. Their business class doesn't even have paper towels in the bathrooms - you can dry your hands on facial tissues. No blankets - unless you want to pay $15. (Oh, and though it's a Singapore based airline they charge for extras in USD - because they are bigger.) No entertainment - not even screens. Seats recline somewhat. Food varies from not bad to quite mediocre. Service is officious and rigid - even when there were only ten people in the business class cabin they couldn't bring themselves to be flexible on mealtimes. Everything is about the rules, nothing is about the passengers. I don't think that's the fault of the crew - it is probably the management. Trying to check in on line from Tokyo was impossible because the website - whether the JP website or the SIN website - only supplies Singapore as a point of departure, there are no other choices. Condescending - the pilot refers to the staff as ""our Scootees"" - as if they are owned property. It's basically a run-of-the-mill low-cost airlines with pretensions. I wouldn't say avoid at all costs; I would say expect a quality of service and professionalism a little below AirAsia and you will probably get what you are looking for.",Couple Leisure,Business Class,Tokyo,Taipei,,June 2018,2.0,2.0,2.0,,2.0,3,no,Boeing 787,2.0
2018-06-03,7,Singapore,Not Verified,"""attitude was sincere""","My daughter and I took the flight on 24th May, at 6am, heading to Taipei from Singapore. The flight was very full. The seat that I sat on was broken as it could not recline. I informed your air stewardess, who then tried to make the seat work but failed. She informed her colleague, an air steward, who came over to check the situation. He offered to change our seats to a functioning one. After he went to look for vacant seats, he came back and told us that there were no two empty seats available together but that there were unoccupied ones in the quiet zone. He was very helpful and led us to the quiet zone and helped relocate our heavy luggage overhead. His attitude was sincere and indicated a willingness to help and I was very grateful for his service.",Family Leisure,Economy Class,Singapore,Taipei,,May 2018,3.0,5.0,,,2.0,5,yes,,
2018-05-30,1,Australia,Trip Verified,"""chasing up a refund""","Athens to Melbourne via Singapore booked for August 2018. I have wasted a lot of time and am still currently chasing up a refund requested in January upon Scoot deciding to reschedule my flight to 48 hrs later without a reason. The same issue happened to my sister who was scheduled to fly 2 weeks earlier - coincidence I think not. They have taken over 3 months to process and approve the refund, and have now sent to the wrong account so I am having to go through a dispute claim with my bank. Not worth the waste of time or the effort of dealing with unhelpful help-desk staff who force you to play phone tennis with your bank and them to resolve an issue they have caused.",Couple Leisure,Economy Class,Athens,Melbourne,Singapore,January 2018,,,,,,2,no,,
2018-05-29,2,Vietnam,Trip Verified,"""terrible, invasive staff""","Singapore to Ho Chi Minh City. Absolutely terrible, invasive staff. I was on my way to custom check out, Scoot staff me to check our hand carry luggage, we had 4kg extra and the staff wanted me to pay the price for 20kg. I was completely fine with the process, until I told the staff I would reduce the weights, she went ahead and took our boarding pass away. I was furious, never in all of my flight had somebody took our boarding pass while waiting to sort out the luggage. I'm also Scoot frequent flyer. The services and regulations are vastly inconsistent.",Solo Leisure,Economy Class,Singapore,Ho Chi Minh City,,May 2018,2.0,3.0,3.0,1.0,1.0,2,no,,
2018-05-25,1,United Kingdom,Trip Verified,"""I expect a tv""","I will never go with this low-cost airline again. Boeing 787 from Singapore to Athens, on a 11 hour flight I expect a tv and and at least a free bottle of water for the money you pay, but got nothing! If you wanted water you had to pay. It was shocking, never again.",Solo Leisure,Economy Class,Singapore,Athens,,May 2018,1.0,1.0,1.0,1.0,2.0,3,no,Boeing 787,1.0
2018-05-19,7,Singapore,Trip Verified,"""courteous and professional""",Bangkok to Singapore. Departed late from Bangkok Suvarnabhumi by about 20 minutes due to plane arriving late & hence arrived in Singapore late by about 10 minutes. Was seated in the emergency exit row & hence there was ample legroom but seat could not recline. Cabin crew were generally courteous and professional.,Solo Leisure,Economy Class,Bangkok,Singapore,,May 2018,3.0,3.0,,,3.0,3,yes,A320,
2018-05-18,5,Indonesia,Trip Verified,"""my journey was quite dull""","Kuala Lumpur to Surabaya via Singapore. This is the first time I fly Scoot. Somehow I do have a high expectation, since it is the low-cost subsidiary from Singapore Airlines. But my journey was quite dull. The interior of the aircraft is pretty much empty. The seat does not really recline or just broken. In comparison with other low-cost airlines, if the ticket price is way reasonable, I would not take Scoot again.",Solo Leisure,Economy Class,Kuala Lumpur,Surabaya,Singapore,May 2018,1.0,2.0,,,2.0,3,yes,,
2018-05-16,8,Singapore,Trip Verified,"""would fly with Scoot again""",Singapore Changi to Bangkok Don Muang. Flight departed on time and landed right on schedule. Got allocated the last row (42) which sadly could not recline but still not too bad for a short flight although having no one in the middle seat helped. Crew were polite and courteous - no more no less. Surely would fly with Scoot again in the future!,Solo Leisure,Economy Class,Singapore,Bangkok,,May 2018,3.0,3.0,,,3.0,3,yes,Boeing 787,
2018-05-15,1,Australia,Trip Verified,"""Scoot messed up""","Scoot cancelling or changing planes without letting their customers know. We booked 4 tickets in December for a flight from Singapore to Perth on 30 April. Unknown to me Scoot's booking system was apparently still in ""summer mode"" and Scoot changed to ""winter mode"" which mean that our flight was cancelled. Scoot claims that they have let me know via email that our flights changed but I never received the email. The SMS they apparently sent to my work mobile did, not even came up in a search of my phone records. I had to purchase a last minute very expensive flight on Qantas because Scoot messed up, however when I asked them to refund my expense they claim that they have a no refund policy. Be careful to book with Scoot, this flight cost us 8x more than planned and our complaints were met with a no responsibility and no care attitude.",Couple Leisure,Economy Class,Singapore,Perth,,April 2018,1.0,1.0,,,1.0,1,no,,
2018-05-14,1,United Kingdom,Trip Verified,"""changed the flight departure time""","I flew from Singapore to Melbourne without any problems so some of the ratings below refer to that flight. However, Scoot's organisational abilities and customer service leave a huge amount to be desired. I had a Scoot booking to fly by Virgin from Canberra to Sydney and by Scoot to Singapore, to connect with a separate flight to London. Scoot changed the flight departure time but didn't tell Virgin so I was not allowed to board the flight. After hours of phone calls from the airport the only solution was to catch a Singapore Airlines flight for over AUD $1,500. They insisted that I had to pay for it myself because (despite being a subsidiary of Singapore Airlines) they were not able to, and they promised they would repay it. Four weeks later they still claim to be checking the paperwork.",Solo Leisure,Economy Class,Canberra,Singapore,Sydney,April 2018,3.0,3.0,2.0,,1.0,1,no,,
2018-05-05,8,Japan,Trip Verified,"""had a very smooth, comfortable flight""","I read the reviews online only after booking with Scoot and I was very worried after seeing so many negative reviews. However, I had a very smooth, comfortable flight with no problems. The aircraft was new, spacious and clean. The staff were a little blunt but not rude. I paid for the Nasi Lemak and it was good and also came with a water and chocolate. As someone who always flies with LCCs I’m used to being treated poorly while flying but this was a really pleasant experience. I would 100% fly with them again!",Solo Leisure,Economy Class,Don Mueang Bangkok,Kansai International,,May 2018,5.0,4.0,3.0,,4.0,4,yes,,
2018-05-03,1,Malaysia,Trip Verified,"""unbelievably disrespectful""",Manila to Singapore. I had the worst experience from an airline in my life. It was unbelievably disrespectful and I was unfairly treated in Manila airport. Missed my flight due to long queue in the immigration despite checking in early and the flight took off earlier than departure date but that’s not the problem. The way I was treated at the gate was a disgrace. Instead of trying to listen to my queries I was bombarded by remarks where it’s not the airlines fault and it’s entirely all my fault and the airline is not liable. I was only trying to raise my queries 1) what happened to my ticket 2) what’s the alternative to get to my destination. At least I get an idea what can I do next. But all I get is a small piece of paper with the customer service number to reach out to (called the number and all I get was voicemail - all executives were busy). Managed to get through once and while verifying the phone got dropped off. The most surprising thing is all the staff at the gate just left! Left me by myself! I had to hunt for my luggage somewhere at the 4th floor of the airport and again! No one was there. They had no idea where my luggage was and they made me wait at the corner for 45 minutes at around 12.30am. This is disgraceful for an airline. What’s worst is how I was being treated. Maybe those staff are just hurrying to go home with their bag packs. Absolute disgrace! Maybe it’s a one off but this is the worst experience I’ve had in my life!,Solo Leisure,Economy Class,Manila,Singapore,,May 2018,1.0,1.0,,,1.0,1,no,,
2018-05-01,10,Australia,Trip Verified,"""proactive and helpful people""","Had a need to clarify my wife's (and infant) portion of our booking. I called the support line to ask about what can be done within the scope of our ticket. I spoke with one of the most proactive and helpful people I could have hoped for. To my surprise, she had provided me with options to save me a substantial portion of money. I was really thankful for this and to Scoot for acknowledging things change in peoples lives and being able to accommodate this.",Family Leisure,Economy Class,Singapore,Sydney,,April 2018,5.0,5.0,,,5.0,5,yes,Boeing 787,
2018-04-27,10,Singapore,Trip Verified,"""thank the attentive staff""","Singapore to Ho Chi Minh City. Appreciate the supervisor on our flight to HCM . My husband is elderly and uses a walking stick and has weakness in his legs. When he boarded the flight, the supervisor noticed he was a bit unsteady at the entrance & was kind enough to allocate us a seat near the front 3 D/E, instead of our counter allocated seats in row 30. On our return flight, the counter supervisor also kindly asked the booking staff to allocate us a seat near the entrance, again it happened to be 3 D&E. We thank the attentive staff for their assistance.",Couple Leisure,Economy Class,Singapore,Ho Chi Minh City,,April 2018,5.0,5.0,,,5.0,4,yes,A320,
2018-04-24,2,India,Trip Verified,"""staff refused to help me""","Gold Coast to Chennai via Singapore. I paid extra for extra legroom seats and for food and beverages. On boarding the aircraft, I discovered that my seats are not extra legroom seats. The staff refused to help me in any way despite having paid extra for those seats. All they offered was that I may get refund for the extra charges if I pursue with airlines office after completion of our journey. Food quality and quantity were both pathetic.",Family Leisure,Premium Economy,Gold Coast,Chennai,Singapore,April 2018,1.0,2.0,1.0,1.0,2.0,1,no,,1.0
2018-04-23,9,Singapore,Trip Verified,"""attentive flight attendant""","Haikou to Singapore. Was on the flight returning to Singapore and was fortunate to have an attentive flight attendant who went extra mile to care for the passengers on board. Scoot, a budget airline but you do not get budget service.",Family Leisure,Economy Class,Haikou,Singapore,,April 2018,3.0,5.0,3.0,,4.0,3,yes,,
2018-04-17,3,United States,Trip Verified,"""How mean is that!""",Bangkok to Osaka via Singapore. Worst ever. Flight information notifications confusing and misleading. We knew that no free meals would be provided but were astonished to be told that passengers cannot consume any food or beverages they bring to the plane. Not even drinking water is provided unless you pay. Was told that the planes used to have water fountains but they were removed. How mean is that! Our decision: never again!.,Couple Leisure,Economy Class,Bangkok,Osaka,Singapore,March 2018,3.0,2.0,1.0,1.0,3.0,2,no,,1.0
