Cleaned_Review,is_negative_sentiment
"Melbourne to Hamilton Island via Sydney. Worst airline Ive ever traveled on. Been on so many budget airlines before and this is by far the worst, have queues hundreds of metres long with little staff (less than 4) to check everyone in and most staff are rude. Quite literally never been on a flight with them with no hassles.",1
"After our first flight from Bengaluru to Indore, we had our second flight (Indore to Udaipur) canceled by the company. The only possibilities: to be reimbursed and stay on site in transit without nothing to do or to reach Delhi at 5pm, to stay in a hotel with meals and pick up and drop off included, before having a flight to our final destination the next morning. Finally the flight to Delhi was at 11pm! Arrival on site: no staff aware of the situation. We waited 3 hours in the middle of the night in front of the counter then we slept the remaining 2 hours in front of the boarding gate on the floor. Contract not fulfilled by the company. We are now appealing: no response to our emails and our calls. After threatening to escalate the information, we are offered compensation of 500rp (its a joke!) because ""we chose to take the flight"". Yes, we chose this option, we did not choose the lie of the company and their lack of professionalism.",1
"Phuket-Chiang Mai Economy. Air Asia is riding the budget airline wave and doing a reasonable job of it. We ordered some food when we booked (Pancakes and Satay) which turned out to be decent. Everything went smoothly and on time. My only grief was how tightly packed the seats are onboard. I'm 6'1"" and used to being a bit squished on airlines. These seats were the worst I'd ever been on without question. In our case the flight was a little over an hour and we had the row to ourselves to spread out. I would never book this airline for longer legs with more passengers.",0
"Hong Kong to Jakarta via Kuala Lumpur. During 4 legs of my journey, 3 are delayed. As we rush in the airport to go to the next leg, there is no notice about our next flight being delayed thus prompting us to rush even though we should not need to rush. During the delay, there is no compensation. The flight attendants is far from friendly. They seem to be more apt at ordering people around. The seating is cramped. They wanted all electronics to be switched off, not just on airplane mode during take off and landing.",1
Phuket to Melbourne. 787 Dreamliner. Had flown on Qatar's 787 Business Class so had high expectation leading into this flight and was disappointed. Seat 1F - which was in a row of 3 when I checked in on-line the seats next to me were free but at check-in they agent advised these seats were now taken. I had asked if I could move to 3G/H but was told these were reserved for crew! I had read online that these were the best seats with more recline what's the point of having them if they are only for crew - seems pointless! Seat config of 2-3-2. For business class I don't understand the point of a row of 3 seats. Seat comfort was ok but impossible to sleep in. Staff were friendly and helpful throughout the flight. Dinner was ok - Soup for starter which was tasteless Main was very tasty which was stir fry steak. Was accompanied with a 'salad' which was a couple of lettuce leaves in a bowl. Wine choice good. Entertainment system ok - had a couple of new release movies and some recent TV shows but quite limited. Overall it was good value for money but I'd hardly call this Business Class. I don't see why Jetstar wouldn't invest in putting in slightly bigger seats with more recline especially when the majority of their flights on the way back to Australia are red eye and the current seats are impossible to sleep in comfortably.,0
"Manila to Cebu, I waited at the gate for around 2 hours, since I arrived early. The problem started, at boarding time, which was suppose to be 740pm. The ground crew announces, instead of 119 boarding will be at 120! It turned out to be a chaotic ordeal everyone. Another gripe is with carry on luggage, rule is 1 carry-on luggage per person, 7kg carry-on plus a small personal item such as a handbag, or a small backpack. But they allowed people to board with a Carry-on plus another more than 7kg bag. And to my surprise, even the forward bins where occupied by people who had brought more luggage than it is permitted. I specifically got the 2nd row of seats, so I could get enough space for my 1 carry-on but the FA allowed people to use the bins, even though they had been seated in the middle cabin.  I had to stow my bags under the seat in front of me. It is a budget airline, but come on Cebu Pacific, improve your service.",1
Ho Chi Minh City to Sydney via Singapore. Very bad airline. The flight from Ho Chi Minh City to Singapore delayed significantly as a result we missed the connection flight from Singapore to Sydney. In total we wasted 7 hours and had to pay a lot for meal and transport re-arrangement fee. Jetstar has no policy to pay compensation for delayed flight. Already knew this is very bad service that is why booking through Qantas but Qantas refuse to pay any compensation and ask to contact Jetstar.,1
Perth to Cairns return. Would not recommend Jetstar - the only reason we went on it is because no other airline flies direct to Cairns. It all started before we even got on the plane. Could not check in after driving for 5 hours from the country. Jetstar only do check in's 2 hours prior to flights which means a massive line and wait. Get on the plane and the seats are ridiculously small and had quite a large man on one side of me and the passenger in front reclined their chair. Very uncomfortable. The only positive was the Jetstar staff were very good and caring. The return flight wasn't as bad didn't seem as cramped but was on an aisle seat.,1
"Sydney to Auckland. I booked a ticket once and will never do that again. My flight was cancelled and they could not offer me an alternative flight to my destination. They have a hotel booking service. However, they refused to issue me a refund that I can use to book for hotels. I am not Australian and I don't live in Australia so there is zero use for me to use their voucher for Australian tickets. I wasted 850 dollars from my money and they refused to let me use it for hotel booking and could not offer flights for my requested destinations. Not even cooperative. Their reply was that the vouchers are automatically generated although I bought a refundable expensive ticket from them.",1
"This airline used to be good. However, they have degrading in most of the aspects. Customer experience has taken a nose dive. Recently, I have booked flight from Bangalore to Chandigarh. That got cancelled. Post that I booked a flight to Delhi and have made alternate arrangements to reach Chandigarh. But alas! They rescheduled it again by another hour. This resulted in the snowball effect and my plan which was already impacted due to earlier cancellation. Got impacted again. When I tried to explain this to staff on ground, they could not care less. Such a sad turn of events for an airline which was most trusted.",1
"On April 26, I flew ADL-HBA with Jetstar. I wasnt expecting too much in the way of good service given the flights $55 price tag (before plus bundle), but I was pleasantly surprised from the outset. Although Adelaide Airports check in is now automated for all airlines, the girl at the kiosks managed to upgrade my friend and I to exit row seats at no extra charge. Service onboard was surprisingly delightful, and I would happily do it all again. Return leg from HBA-ADL was equally brilliant, and despite being stuck in a holding pattern delaying our landing for some 30 minutes, the crew did their best to ensure a seamless flight for all. Overall, a terrific experience.",0
"Quick check-in when first using the electronic check-in before using the computer. Unfortunately cannot print out the AirAsia boarding cards or use smart phone as check-in, but machines work quickly and it beats standing in line. Crew on board friendly, and the seats in row 1, and exit row are comfortable enough for a few hours. Flights on schedules. Only complaint is that while alcoholic beverages are advertised they appear often not to be available on Air Asia. Also tried to pay in Indonesian Rupiah from Bali and exchange rate was approx. 50% of the actual!",0
"I flew from Singapore to Melbourne without any problems so some of the ratings below refer to that flight. However, Scoot's organisational abilities and customer service leave a huge amount to be desired. I had a Scoot booking to fly by Virgin from Canberra to Sydney and by Scoot to Singapore, to connect with a separate flight to London. Scoot changed the flight departure time but didn't tell Virgin so I was not allowed to board the flight. After hours of phone calls from the airport the only solution was to catch a Singapore Airlines flight for over AUD $1,500. They insisted that I had to pay for it myself because (despite being a subsidiary of Singapore Airlines) they were not able to, and they promised they would repay it. Four weeks later they still claim to be checking the paperwork.",1
We flew BLR-KUL-CLARK in July-Aug and were pleasantly surprised at the level of service offered by AirAsia. We went in fearing worst after reading reviews about the airline and also about the LCCT in KL. However we came back fully satisfied with AirAsia's service and the amenities offered at LCCT. You really cannot expect more for the fares on offer and it wasn't as if there was a dearth of choices. Both airline and terminals were perfectly serviceable. My only suggestion to AirAsia would be to offer at least one vegetarian food choice on non-India routes.,0
"Auckland to Christchurch with Jetstar Airways, the first flight in the morning at 6.10 am ready for boarding and flight cancelled. First time in my life I have just been given us a fotocopy paper saying I am sorry, asked for compensation. They did not even put us on the next flight, only on the third one, and we were stranded 6 hours in the airport not even a meal voucher, when others had. Very bad, bad service.",1
BKK-MNL. Flight left 1 hour late though that was beneficial to me. Staff really pleasant and helpful. Plane was clean and cabin announcements clear in both English and Filipino (sometimes I can never hear what's being said). Legroom bad but not unexpected for an economy airline. Food prices very reasonable at about 80p - 1.20 for soft drinks and the same again for snacks. 5 for a meal but didn't try. Only grumble is the shocking seat reclining pitch. If the passenger in front reclines then you can't even bring your tray down. It was a nightmare. Had to hold drinks in my hands in 20 years of flying never known anything like it!,0
"Jambi to Jakarta. Lion Air is infamous for delays. I took this flight because this was the lowest price and the most suitable schedule. The flight was okay, surprisingly no delay, but the FA was not hospitable. no IFE or inflight meal for purchase, maybe because it was just a short flight.",1
BKK-Penang return. Asked and paid for assistance as have problems walking and needed a wheelchair. Had a chair on the outward trip as far as the bus then left to struggle on and off the bus on my own and to climb up to the aircraft. At Penang Airport had chair but had to walk up 2 flights of steps. The return was not too bad till got to Bangkok - no chair waiting the air hostess tried to ring for a chair but nobody answered the phone. Had to walk whole way through the airport with great difficulty and then collect my luggage. By the time I got to arrivals to meet my daughter I could hardly walk and was in a great deal of pain. Will never travel Air Asia again alone.,1
"I flew with Cebu Pacific from Manila to Boracay MPH, which was a much quicker option. I was hesitant to book as reviews were claiming poor service, cancelled flights and delays. I can't speak highly enough of the airline. Check in smooth, Aircraft was brand new and they tried to keep passengers entertained through the short hour or so flight.",0
"Singapore to Bangkok. Our initial flight from BKK to SIN were also delayed. The problem with they delay was that they were not honest with how badly the flight would be delayed. For our flight from BKK to SIN, we were told that the delay would only be 30 minutes, but it ended up being a 1.5 hour delay. The plane was filthy because they didn't have time to clean it properly. My tray table had coffee stains, it was sticky, and the toilets stank to high heavens. A stewardess on the flight told a passenger who had an onward flight from SIN to Australia that the flight to Australia would be re-timed for their sake as there were 7 of them on the flight. On our flight back from SIN to BKK, the flight was re-timed for 2 hours later. We were only told when we arrived at the airport. One wonders if my flight was delayed because other flights into SIN were delayed, and as a result, they delayed other connecting flights so they wouldn't have to put them on other planes. A terrible experience. Our seats on the last row could not recline at all.",1
"This review is about their customer service. I had a problem booking tickets online and called immediately. Their customer service not only tried to make it seem like they didn't speak English or understand what I was saying, but proceeded to give me the run around, and put me on hold 5 times. I was on the phone for over an hour. I called again and I requested to speak to a Manager, and could not even get the name of the Manager on, or get transferred to him for another 45 minutes. Once speaking to the Manager, he explained to me that the company does not hold any responsibility for anything that happens on their website and that he would not do anything at all to try to help me with my frustration and distress. Please be very careful booking through this agency. The customer service is not there to help you.",1
"I booked a flight from CRK to HKG with Tiger air on 1 March and from then on things rapidly went downhill. On 11 March I received an e-mail from Tiger air telling me that my early morning flight was now an evening departure. On 20 March a further e-mail arrived telling me my booking reference was now a new Cebu Pacific one and any inquiries were to be directed to them. I found that I was now unable to check-in online and had to do this at the airport. Come departure time there is no sign of the flight. No announcements had been made so I went to the inquiry desk to see four members of staff staring intently at their I-phones. I was informed that the aircraft was on its way and would be here in 30 minutes. One and a half hours late we finally departed. No announcements from the flight deck for the duration of the journey and no apologies received from the cabin staff. On the return flight I went to Terminal 1 as per my flight itinerary only to be told ""no it's terminal 2"".",1
"It is low price with low-quality service so far. I used ZIPAIR twice because it was cheaper than any other airline and it is based on a Japanese company.  I experienced multiple uncomfortable moments.  We couldn't get TSA Pre-approved ticket. . As a result, we couldn't go through TSA line. When landed at Narita airport, a flight attendant asked us to leave soon when we were still making sure we didn't leave anything around our seat. Yes, we were one of the last people. Our luggage was not by our seat, so we needed to wait for others to leave first. I used to travel 4-6 times a year. I used many different airlines. But, it was my first time being asked to leave soon.  Wifi connection was disconnected multiple times. Low quality and poor connection. No free meal:  No screen and movies: That's okay. As long as I have WIFI connection. The selection of movies was out-dated. Extra cost for check-in luggage: You pay more for heavier luggage. That's okay it is still money-saving. Well, do I recommend Zipair? Yes for money saving with accepting low quality service.",0
"AA has gone from bad to worse, if that is possible! Tried to change flights due to a visa issue but the only form of interaction is with AVA - an auto-bot with limited information. I have been trying to reschedule for over 2 hours now without any success. This is tantamount to fraud and scam - AirAsia is essentially robbing us of our money. I will never book through AirAsia again. If the airline is unable to provide an adequate customer service, the whole outfit should just close shop or sell to a party better able to run the airline. What a waste of money!",1
SIN-CGK on new B737-900. Booking was good website efficient and easy. Flight was delayed for about 45 minutes without any notice. During take off and landing there is one passenger who never set his seat upright and FAs don't bother to remind him. Seat pitch very poor. Baggage claim at CGK is a havoc. Baggage carousel is changed without any notice and a very long time to have your baggage on the belt.,1
I flew Cebu last July from Manila - Cebu and back. I have nothing but praise for the airline. The return trip could have been a nightmare as I needed to get to Manila for connecting flight to Schiphol. My scheduled flight was delayed for some hours due to impending typhoon and I would have missed the connection. The wonderful staff at the desk pulled out all the stops and got me on the earlier flight with minutes to spare. I got on board just as doors were closing and made my connection in Manila. I cannot imagine this happening anywhere else.,0
"Overall I would definitely recommend choosing Jetstar's business class as the cost quite reasonable. It was must be my lucky day as the plane arrived on time to Denpasar. The downside is I was unable to do online check-in. Fortunately, there was no queue for business class check-in. The cabin and toilet was clean & fresh, up to standard. Seat comfort was okay, but it could have been comfier. Food and beverage was good, but it would be better if they separate the dessert time. Not put at the same tray on main course. This could provide better enjoyment as it is served together with tea and coffee. In addition, the appetizer was disappointing as it was only served a pack of pretzel instead of proper meal. Despite of 3-course dining not being perfect, cabin staff service was prompt and excellent. As they noticed I did not request extra beverage, they were proactive to offer me more snacks and drinks.",0
"Singapore to Perth. Awful customer service. Awful food, so overpriced, but portion so small and Nasi Lemak was filled with sweet sauces rather than actual ingredients. Seat had a missing recliner button, and when I sent in feedback all I was told was they ""checked and there was nothing wrong with the seat"". Insinuating that I was making things up, instead of giving me the benefit of the doubt. Very interesting how this could be when the button as missing from the seat! I even sent in a photo of the evidence showing the button missing. They ignored my e-mails thereafter even though I repeatedly e-mailed to ask for a follow-up. They clearly do not value customer service, so I will be switching loyalties.",1
"Bangkok to Manila. After a positive experience on my last Manila to Bangkok flight this was back to true 5J form. The flight was late by one hour, the explanation was the usual stupid ""late arrival of turnaround aircraft"", with no reason given for that late arrival. There was no information given at check-in about the delay, only the airport monitors started showing it. In flight it took the cabin crew 1 hour to finally offer food and drinks and then no Sandwiches or any other fresh food was available, only cup noodles. ""Sold out sir"". As usual. After 2 hours the toilets were soiled but never cleaned by the fa's. Upon arrival they added to everybody's delay by parking the plane at one of the bays most far away from immigration.",1
"Pretty disappointed with Cebu Pacific's customer service. I had to cut my holiday short due to the Taal volcano eruption just over 3 weeks ago. We had safety concerns around this high rating and did not feel comfortable with the ash in the air and the flights being cancelled. When I explained that the natural disaster had cut our trip short, Cebu Pacific refused my request for refund with a short and blunt email, a week after I emailed them for assistance. They were very misleading in not sending any information on getting the government tax back which I am 100% entitled to,  luckily I had done my own research. It has been three weeks and I am still waiting for my government tax refund request to be reviewed .. a tiny $50AUD return on a $500 flight that I couldn't take because of serious safety concerns. Very disappointed in Cebu Pacific and won't be choosing them again.",1
PEN-SIN on a very new A320. Pre selected seat in the first row (1D) as I wanted to have a fast clearance out of Changi Airport. Aircraft was pushed back 10 minutes before ETD and arrived SIN 20 mins earlier than ETA. Efficient cabin crew.,0
"Scoot cancelling or changing planes without letting their customers know. We booked 4 tickets in December for a flight from Singapore to Perth on 30 April. Unknown to me Scoot's booking system was apparently still in ""summer mode"" and Scoot changed to ""winter mode"" which mean that our flight was cancelled. Scoot claims that they have let me know via email that our flights changed but I never received the email. The SMS they apparently sent to my work mobile did, not even came up in a search of my phone records. I had to purchase a last minute very expensive flight on Qantas because Scoot messed up, however when I asked them to refund my expense they claim that they have a no refund policy. Be careful to book with Scoot, this flight cost us 8x more than planned and our complaints were met with a no responsibility and no care attitude.",1
We had better service with Scoot than on full cost airlines the planes were clean and the cabin staff attentive. Paid extra for yellow seats at rear of plane and would do so again. No complaints whatsoever and we will definitely fly Scoot again.,0
"My flights actual departure was 1 hour late, but the airline said nothing about the delay. Passengers were confused and tired waiting at the gate. On our ticket, the departure gate was D3. But without any announcement, the gate was changed to D7. I almost boarded the wrong flight (the flight from D3 was JT22, but my flight was JT42. Both heading to Denpasar, but JT22 delayed for 3 hours.). After boarding, there were 2 passengers yelling and arguing because their seat was the same. Poor communications is not only a Lion Air problem. Poor ground management, poor baggage handling, and many more problems await you if you book your flight with Lion Air.",1
The most unreliable airline in Australia. I will never fly with this airline again. Flight to Sydney was delayed by two hours this morning due to a minor technical problem and flight back home was cancelled just as I got to airport. My whole day was thrown into chaos as a result and had no choice but to purchase another ticket with Virgin to ensure I made it back home for a very important engagement. For anyone considering flying with Jetstar?  Its worth paying a little extra with a more reliable airline such as Virgin or Qantas.,1
PER-SIN-PER just after Christmas as the fares were incredibly cheap (less than $850 for three people to SIN and back). Cheapness is probably the only thing going for them. The boarding at PER descended into a scrum devoid of any order and the PER-SIN flight was 1+ hour late. Seating onboard was fine. The pre-purchased meal (red curry) was inedible (the worst airline meal I've had in many years) and came with a can of Pringles and a can of Coke or Coke Zero (but not water which was sold onboard for $4 per small bottle). The onboard water fountains (common to B777 aircraft) don't work so passengers have no option but to buy their overpriced water. The wiser passengers were taking empty bottles and filling them after security screening to avoid this rip-off. Also several toilets were not working on the PER-SIN leg. I was not disappointed with the price (excellent) but Tiger Jetstar and Air Asia are much better and should be flown in preference to Scoot. I was actually surprised that something so bad could actually come from Singapore. Only recommended on the basis of price.,0
"Absolutely horrible airline, and not that much cheaper than other budget flights. Lion Air first delayed my 12pm flight from Lombok to Jakarta by two hours, then delayed it again to 3.40pm, but we didnt even manage to board until 4.45pm. I should have read the other reviews before booking this; they are awful and far and away the worst budget airline Ive flown in Asia. AirAsia, Vietjet, etc are far superior.",1
"I booked but because of COVID could not travel. Scoot promised refunds in 20 days in these conditions, but have not refunded or replied to me. I have started a chargeback procedure and will never choose them again, they really sully the Singapore Airlines brand. If any reps from Scoot lurk here, Im still awaiting my refund!",1
Fly every few months from Bangkok to Singapore using Scoot the service is always excellent boarding is always on time check in is always easy and most importantly they're always the cheapest airline I can find even when other airlines have promotions Scoot are cheaper. As expected food is expensive and there's little in-flight entertainment apart from Wi-fi (which I got free!) but it's a low cost airline I don't expect it. I just bring a book or iPad. I always fly with Scoot and always recommend Scoot.,0
"Singapore to Berlin booked via Kiwi.com. We booked meal for 2 on this 14 hour flight and paid extra. We did not receive our meals and when I asked why not the stewardess said : it is not on your boarding pass, contact Kiwi. We did not even get free water to drink on this long flight.",1
"Horrible experience. I booked two round trip tickets from LA -> Tokyo and Singapore -> Tokyo. Of these four flights, three were delayed (by 2, 3, and 6 hours) and one was canceled a week prior.  On the flight back to LA, they failed at connecting the passenger bridge for 40 minutes and we had to disembark on the tarmac,",1
"My elderly mother was to have traveled from Auckland to Melbourne last night 3/3/19. For some reason she ended up at the wrong departure lounge and subsequently missed her flight. She did not have her phone with her and did not hear the airline paging her so she sat and waited. My sister received a call from Jetstar asking if our mother had gone through customs/security. We were shocked and extremely worried for her safety and whereabouts. I made a call to the Auckland Airport and spoke to a lovely staff who was professional and empathetic in our conversation. I was put through to another very helpful lass  at Jetstar. With staff out looking, she was eventually located. Story ends. Jetstar offered our mother dinner, provided her with accommodation and put her on the same flight the very next evening. Thank you so very much to all those involved. You've restored my faith in human kindness.",0
"I don't know where to begin! We paid extra for extra legroom, but a few days before our flight, I checked our booking and saw we had been moved to a normal seat! I called Jetstar and had it changed back, but then when we went to check in at the airport, they had given our seats to someone else! So not only did we not get the seats we paid for, we also didn't get to sit together! On the flight, the key issues include extremely hard and uncomfortable seats, very little to no legroom, no inflight entertainment, the worst food I have ever had the misfortune of eating, and an absolutely full plane. It is still a 6.5 hour flight, so some comfort would be welcomed! There isn't even a business class option or premium economy. Seriously and in all honesty, our Murray's bus to Sydney was far more comfortable. I will never fly Jetstar again - ever!",1
"I am very upset by the staff. I have never had a problem with my carry-ons fitting in the cabin, etc., and I have traveled on 10-12 domestic Australian flights in the last 2 months. But today they took my carry-on out of my hands in the boarding line, said it was too big, and made me pay $60 to check it. I am irate. The way it was handled was very degrading and upsetting. I will not be traveling with Jetstar in the future, not ever again.",1
My family and I (group of 5) flew PNH-KLIA2-PNH in November 2014. The PNH-KLIA2 flight was almost full and the KLIA2-PNH flight was completely full. Having been a regular AA and AAX flyer since 2006 we knew what to expect - value for money. Our expectations were kept at a reasonable level and once again we were not disappointed. Cabin service was good. I have found AA and AAX cabin staff to be at least as good as those of full-service airlines but some of the ground staff at the old LCCT and on the Gold Coast have been abrupt if now downright rude. A few ground staff at the old LCCT had a poor command of English. On balance though in my 8 years of flying on AA and AAX I have found AA and AAX to be good to excellent.,0
"It was my first flight, so I was very excited for it. And I have to say that it didn't disappoint me at all. The crew were very kind and generous. Air vents were also well placed and the ambience was also good. It is very affordable. The members explained us the rules properly.  One of the best and affordable airline company in India.",0
Brisbane to Cairns. Flight was cancelled the morning of the flight. Only offer was a flight arriving after midnight - which with 2 young children and an elderly 74 yo isn't ideal. Wouldnt offer any form of assistance with lounge access or anything. I have had similar situations with other airlines but they at least assisted with something. The answer from Jetstar - your booking package gets you nothing basically. Just feeling let down as I know its about airline profit.,1
"Will never fly with Jetstar again. We almost missed our flight because the lady at the counter messed everything up even though I had checked in online. After that I couldn't get a boarding pass because the lady wasted too much time and the system said it was closed! The lady just said we had to buy tickets for the next flight! Ridiculous! Luckily we did the check in online and the staff at the airport helped us. The cabin crew were not helpful at all and gave really bad service. Had to call 2 to 3 times just to ask for a cup of water! When we were exiting the aircraft I had my cellphone in my hand and I did not even look at it, a crew member shouted at me and told me to put my phone down! I said I wasn't even using it, he threatened that I would be fined if I still had it in my hand! Jetstar NZ just ruined my trip. Never flying with this ridiculous company again.",1
Boarding was delayed 2 hours because of the incoming flight. This was ok we received vouchers. We boarded the airplane and just after the safety instructions we where informed that there was a problem with an engine. So we waited a further hour when we were informed that we had to disembark. So about 300 passengers left the airport received a coupon and started to queue at the 1 shop to get some food. After an hour of queuing the shop stopped serving claiming that they had run out of food and that we had to go to the other side of security zone to get some food. So we where directed to another queue which turned out to lead to a security check which took away all the fluids that we had bought and returned us exactly where we had started. We queued again to the shop. After an hour the police came and said we had to vacate the area. In both cases an Air Asia representative should have taken the trouble to inform us of what was going on. So then we had a further 3 queues each taking more than an our to pass passport control get hotel vouchers and board busses. Air Asia obviously does not care about our holiday time because if they had they would have canceled the flight earlier so that at least the passengers could spend an afternoon outside of the airport. Air Asia is fine when everything goes well. But when there is a problem they will rip the passengers off.,1
"Business Class with a budget carrier, but you would hardly have noticed with the excellent customer service. Champagne before take-off with a follow up choice of drinks. The meal range was quite good and the food was barely recognisable as airline food. The seats were certainly comfortable enough. The only downsides I could think of was a lack of available movies to watch and there was no priority boarding. Other than these small issues, the flight was a credit to the airline.",0
Indigo from Mumbai to Goa and return. Flights were packed on both legs. We got emergency exit seats both ways as we asked for them. Great leg room and worth it for the 1 hour flight. Both flights on time. Service good. Planes are clean and they look new unlike many ageing Indian carriers. Value for money.,0
Delayed for more than 2 hours. The boarding experience was a nightmare. Delay announcement via sms and flight announcement display. My in-flight experience are the same as my previous flight - very moderate.,1
"I booked a ticket Bangkok to Singapore return at the same time from the Scoot website. As I normally do I checked the spelling of my name and the dates to make sure I hadn't made any mistakes and then paid by Visa. I checked to see which airport it flew from as there are 2 airports in Bangkok, most low cost airlines fly from Don Meauang Airport but some are located at Suvarnabhumi. I noted that this flight took for from Suvarnabhumi Airport. What I didn't check was the airline that the return flight landed in. This turned out to be Don Meauang. Yes, this was shown on the itinerary but I think it's a bit misleading. I never expected it to be a different airport and from reading complaints online a lot of people are thinking the same as me. I ended up having to pay for a taxi at Midnight on the return date to get to my car (40 minutes away). When I called Scoot to complain they were polite but said that it's my responsibility to know which airline the flight arrives at. Needless to say I'm not pleased by that type of response and Scoot will now be my last choice for air travel. They can't be trusted.",1
I was informed via email that my flight had been changed from 4.20pm to 3.00pm which was fine but airport services were in fact terrible! Arriving at the counter at 1.15pm I asked the counter if there was a delay in our flight I was told that there was no such delay for our flight and that our boarding time was at 2.30pm. 2.30pm came and went and there was no announcement made regarding our flight. There was no one at the AirAsia departure lounge counter so I went to the check in counter and asked staff what our flight status was. I was then informed that there would be announcements. 3.00pm - no announcements. 3.49pm still no announcements. 4.17pm no announcement. 4.28pm an announcement that our flight will be delayed 1 hour. 5.35pm an announcement that the plane will not arrive until 6.05pm. 6.08pm arrival of the plane. 6.35pm boarding. 7.00pm on the flight I asked the flight attendant for my pre purchased comfort kit and was informed that they did not have any on the flight. As you can imagine after spending over 3hours waiting for the flight and being told that my comfort kit was not available I was mighty ticked. I know that there are circumstances that flight will be delayed and I understand that but the lack of communication given to customers was poor. I had heard such good things regarding AirAsia but after this and the cancelation of our Clark to Kalibo flight on the 14th of November 2013 I will be very hesitant and wary of using AirAsia again.,1
Trivandrum to Bangalore. Airline provided special consideration to families with small kids so we also got the preference on boarding the flight first. The kids were provided with small Indigo passports by the hostess. The Kids and we as a family enjoyed the flight. We were provided with soft drinks and in one hour we landed at the Bangalore Airport. It was a good customer service from Indigo,0
"My wife and my son (1.5 years) took a domestic flight today from manila to bohol in the Philippines. Obviously she had luggage of 30kg prebooked, my son was not allowed to have his own luggage for checkin. My wife had to pay his luggage of 30 kg PER kg, which means 10800 PHP=200 USD.  You just lost a client of the past 6 years.",1
Dubai - Manila - CDO on 16 December. Flight was very basic food was poor minimal and overpriced. No inflight entertainment staff were correct but seemed more interested in chatting to each other. My seat was near the emergency exit so enough foot space but due the freezing air leaking through the door far from pleasant. Transit in Manila was ok although in Dubai we were advised by Cebu Pacific to collect and transport our luggage ourselves. Totally unnecessarily and did pressure our short transit time of 90 minutes. On departure at CDO a very friendly counter staff member gave us a some VIP treatment prepared all OWF papers of my wife managed to transit our luggage by Cebu Pacific itself because the very short transit time in Manila (from T3 TigerAir to T4 Cebu Pacific in 90minutes!) and gave us both seats in the front-row. The flight from Manila to Dubai was very bumpy and unpleasant so Cebu Pacific has it's pro's and cons.,0
Kolkata to Bangalore. Excellent service! Very touched with prompt service. Well done. Hope you keep your service up. Very touched that my tea was replaced with a fresh cup. The cabin crew was very polite.,0
Flight from KUL-HAN was on time. The check in was smooth through until boarding. Aircraft's parked far away from our boarding gate. We walked more than 300 metres. Seat comfort and leg room are extremely poor. Staff were nice. However on our return trip from Hanoi a male crew was standing like a poster man. Neither instructed to ease the boarding flow nor helping a nanny who was holding her grandson to stow her hand luggage. Low cost airline shouldn't mean low cost in assisting passengers who need help.,1
"They use to be quite good. However, lady at the Sydney domestic service desk said wont be allowed on our flights if we dont pay $50 for being 1 kg over our allowance via eftpos. I opted for a cash payment.  Worth mentioning we booked seats for row 11 but were assigned seats in row 30.",1
"Sharing my horrible customer experience trying first time to book on SCOOT for a VTL flight Berlin-Singapore for my family (2 adults & 2 kids). During the booking process I was offered the possibility to redeem my KrisFlyer miles to pay part of the fare and I chose this option. Unluckily for me, the payment part went through but KrisFlyer miles redemption part failed due tech issue. After many emails and calls to customer service promising the resolution by end of the day each day, 5 days later and 4 days before the flight I still have an unconfirmed ticket with no assurance that either I will be issued the ticket and miles deducted (non-refundable!) or that the ticket will not be issued and I need to book alternative flights for my family to return to Singapore. Needless to say that during COVID times when approvals, PCR tests etc need to be planned well in advance, this adds additional pressure and stress to already difficult situation.",1
Flew OOL-SIN and SIN-TSN return was pleasantly surprised by the quality of the trip. It is a budget airline so you can not expect all the bells and whistles. All aircraft's were fresh and new with a young aircrew to boot. They seemed in good spirits and helpful. Naturally the food service was basic but not too expensive compared to some other budget carriers I have flown with. Surprisingly I was placed in a yellow stretched seat but while the seating did have more leg room the lack of adjustable headrest did not make it too much better. All in all though I would not hesitate to re-book a flight with them. No Inflight entertainment was available but I did not intend of using the pay service anyway.,0
"If you can, choose another airline! This is by far the worst airline I have ever flown in my 5 years living in Asia. It was terrible from the booking process and through the whole experience. When booking, the website didnt work and customer service was useless. 5 phone calls and 4 attempts online I finally got a flight. Then, the price was increased. When I finally got the air airport, the staff was clueless.  Once on the plane, we waited for over an hour without air conditioning or staff telling us why we are delayed.",1
"Was assigned last two row at seat 39F with their new A321NEO aircraft. The seat pitch is generous and comfortable. Delayed one hour due to late arriving aircraft from SIN. The flight was full. I just realized after the FA perform the safety demonstration, because we have a long taxi to runway 33 KUL, duo FA nonstop chatting loud at back galley. Their inflight portal scoothub also cant connect.",0
