Airline,Review ID,Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,Inflight Entertainment,Wifi & Connectivity,Aircraft
indigo-airlines,654357,2019-04-26,1,United States,Trip Verified,"""Very unprofessional""",Tutocurin to Chennai with IndiGo. Very pathetic. Very unprofessional in handling the excess weight. Felt like I was cheated. I have almost traveled with all major airlines but have never had such a bad experience as today with Indigo. I would give minus five stars if I have the option to do so.,Family Leisure,Economy Class,Tutocurin,Chennai,,April 2019,4.0,4.0,,1.0,1,no,,,
indigo-airlines,654019,2019-04-25,9,India,Trip Verified,"""staff were all really helpful""",Jaipur to Bangalore via Mumbai. We were a group of 6 students who happened to miss our flight. The IndiGo staff at the Jaipur airport as well as the security were all really helpful and they helped us get through the critical situation. They were with us till the issue got solved. We will never forget this experience which was turned into a pleasant one by the IndiGo staff.,Solo Leisure,Economy Class,Jaipur,Bangalore,Mumbai,April 2019,5.0,5.0,5.0,5.0,5,yes,,,
indigo-airlines,652412,2019-04-18,3,India,Trip Verified,"""I felt uncomfortable""",Bangalore to Udaipur. The flight was 25 minutes delayed. During the flight too the cabin crew was rushing about offering snacks to getting the money from the customers.  I felt uncomfortable with the crew behavior during the entire flight. I will try to look for better service in the future.,Solo Leisure,Economy Class,Bangalore,Udaipur,,April 2019,2.0,1.0,1.0,3.0,3,no,,,
indigo-airlines,650440,2019-04-09,10,New Zealand,Trip Verified,"""Worth this price""","Udaipur to Mumbai. Beautiful blue plane, one of the best low cost airlines in India. route goes to every corner of India. Flew from a small city to Mumbai, the whole journey was excellent from staff welcoming on board until landing. On time as well. There is no reason to give a score under 10. Worth this price.",Solo Leisure,Economy Class,Udaipur,Mumbai,,March 2019,5.0,5.0,,5.0,5,yes,,,A320
indigo-airlines,650566,2019-04-09,9,United States,Trip Verified,"""very pleasant and helpful""","Hyderabad to Rajahmundry. The staff in both locations was very pleasant and helpful. They went out of their way to accomodate me. I left my laptop and phone in the security check line because I got distracted by all the rigorous questions asked by the security personnel and my stuff got separated from my bags they were checking, so I did not realize I did not put the laptop and phone back in my bag. On the plane I finally realized and we started calling the lost and found at the airport in Hyderabad. They were closed because it was Sunday. In Rajahmundry we spoke with IndiGo personnel and the airport manager who helped me get hold of someone from the airline in Hyderabad and assure me that my articles are secure with them. They even offered to send my stuff via a next available flight but I was coming back the next day, so I was just willing to pick it up then. In Hyderabad staff were very pleasant and helpful and quickly gave me my articles after checking my identity. Someone from Indigo actually went to the security, got my stuff and kept it at the counter. Everyone went above and beyond and I quickly got everything back but knowing that my stuff was safe waiting for me on a Sunday night was very reassuring and stress relieving. Thank you, IndiGo staff. I am not familiar with airlines in India but I would recommend them to anyone who is traveling within the country.",Business,Economy Class,Hyderabad,Rajahmundry,,April 2019,5.0,5.0,,5.0,5,yes,,,
indigo-airlines,647931,2019-03-28,1,Ukraine,Trip Verified,"""rescheduled my flight 3 times""",They rescheduled my flight 3 times without offering any accommodation and even apologizes. They did it at the very last moment when I already couldn’t book another flight from normal company. I payed for direct 6 hours flight from Delhi to Istanbul. Finally they operated 9 hours with a stop in Doha when they even didn’t let passengers to come out from the aircraft!!,Solo Leisure,Economy Class,Delhi,Istanbul,,March 2019,1.0,1.0,1.0,1.0,1,no,,,
indigo-airlines,645522,2019-03-15,10,India,Trip Verified,"""very pleasant flight experience""","Indigo flight from Bengaluru to Mumbai. Due to the flight schedule modifications due to the grounding of the Boeing 737 Max 8 aircrafts, I had to do a last minute booking on Indigo which came at a steep price but as I was required to travel had no other choice. The check-in was a breeze and boarding / departure started on time. The aircraft was well maintained and even though every seat was practically full, the crew did well to manage things and requests from fellow passengers. The seat pitch is around 30 inches which is decent enough but might be more uncomfortable for someone taller. The flight was very smooth and the crew were very pleasant and indulged in small talk among the passengers when it came for the in-flight snacks which were kind of pricey. Arrival was on time and the captain of the flight announced that this was his last flight and so all the passengers were requested to send their best wishes to the captain during de-boarding which was a nice touch. A very pleasant flight experience indeed. Thank you Indigo.",Solo Leisure,Economy Class,Bengaluru,Mumbai,,March 2019,5.0,5.0,,5.0,2,yes,,,A320
indigo-airlines,643890,2019-03-06,3,India,Not Verified,"""the timings were good""","Flew from Mumbai to Bangalore last week. Opted for IndiGo as the timings were good, Check in was a little slow and so was boarding - their staff at the gates was asking people to check their bags in at the boarding gate so there was some confusion. The aircraft was a slightly older one. Seats were okay, since this was a corporate booking, got a XL seat over the wings. Meal was pre-added as a corporate booking perk - food was ok, had to remind the staff for a cup of tea. Never got one as when the crew did care to drop by, the pilot had already announced them to secure for landing.",Business,Economy Class,Mumbai,Bangalore,,March 2019,1.0,1.0,1.0,1.0,4,no,,,A320-232
indigo-airlines,643618,2019-03-05,10,Australia,Trip Verified,"""staff were smiling""","Delhi to Kuala Lumpur. I had paid for FF package so checkin was smooth even though baggage allowance was 20kg on ticket but they allow me to carry extra as a result my one hand bag went inside so i was free to walk on airport. I got checkin lounge where i can rest and have some food at odd hours and went to gate, boarding was already open one hour before departure and we were on our seat 30 minutes and gate close as every one had boarded. Boarding was smooth no drama. Flight was ready for take off and at that time it was advise that there is problem with aircraft and hence the flight need to abandon and change of aircraft and brought aircraft back to gate. Spend another 3 hours and finally took off. I can say that they had managed transition very smoothly. Aircraft were clean and toilets were clean too. staff were smiling and food was nice tea and upma which was preordered. Flight landed on time. Cant ask more on budget airline so it all depends upon what you pay upfront to get service.",Solo Leisure,Economy Class,Delhi,Kuala Lumpur,,February 2019,5.0,5.0,4.0,5.0,5,yes,,,A320
indigo-airlines,643549,2019-03-04,10,United States,Trip Verified,"""very thankful for the assistance we received""","My 10-year old daughter had come down with traveller's diarrhea when we were about to take a flight with Indigo Airlines from Ahmedabad to Mumbai. By the time we were checking in it had become apparent that she was in no condition to fly. Fortunately to us, an employee of Indigo Airlines saw that my daughter was suffering. He invited us to an empty office where a short time later we were met by a doctor who examined my daughter and gave us medication and electrolytes. As a result my daughter's condition improved and we were able to take the flight after all. The help that we received was initiated by the attentive and very friendly Indigo Airlines staff. It was quick and un-bureaucratic with attention to detail (the staff organized a wheelchair and gave my daughter and us expedited access to the plain). We are very thankful for the assistance we received.",Family Leisure,Economy Class,Ahmedabad,Mumbai,,February 2019,3.0,5.0,,5.0,5,yes,,,
indigo-airlines,642130,2019-02-25,3,India,Trip Verified,"""was delayed 25 minutes""","Indore to Bengaluru. Horrible service at check in counter. I had my flight which was delayed 25 minutes. As I was scared of missing my international connection due to the delay, I asked the staff to put my baggage under priority for releasing on the belt (due to the delay of the flight). Airline staff asked for payment for priority baggage, though the reason was clearly the delay in the flight.",Couple Leisure,Economy Class,Indore,Bengaluru,,February 2019,3.0,3.0,,1.0,2,no,,,
indigo-airlines,640257,2019-02-15,1,United Kingdom,Trip Verified,"""Flight was delayed 4 times""",Bangkok to Coimbatore via Chennai. Flight was delayed 4 times then cancelled. They had 1 member of staff trying to rebook around 250 passengers. Not even water was provided while flights were rebooked (which took 7 hours). Only 150ml of water was given onboard the aircraft which we were on for 4 hours before being deplaned when they cancelled the flight. Luggage was then not sent to the destinations. It took 5 days to get my luggage back and they wouldn’t even deliver it. I had to return to the airport.,Business,Economy Class,Bangkok,Coimbatore,Chennai,February 2019,1.0,1.0,1.0,1.0,1,no,1.0,1.0,
indigo-airlines,639499,2019-02-12,2,India,Trip Verified,"""should learn to respect passengers""","I was disappointed with the delay, flight was 30 minutes delayed while going from Sharjah to Trivandrum and a one hour delay on return to Sharjah. I booked Indigo for an on time flight but its a false image. Worst experience, airline didn't even inform us about the delay through an SMS or any other means. Waste of time. Attitude of crew is the worst. They should learn to respect passengers.",Solo Leisure,Economy Class,Trivandrum,Sharjah,,February 2019,2.0,1.0,,2.0,2,no,,,
indigo-airlines,638309,2019-02-05,1,Canada,Trip Verified,"""our terminal had changed""","On May 30th, 2018 my husband, mother and myself were supposed to catch our flight from Delhi to Goa with Indigo. However, the day before our flight we received a message stating that our terminal had changed due to renovations in the airport. My husband had called the airlines to confirm and was told that our terminal had in fact changed. Once we arrived at the Delhi airport, security wouldn’t let us inside the airport and he kept telling us we were in the wrong terminal. We told him that the airlines themselves had confirmed about the terminal change, but he still didn’t want to let us in and asked us to go to the Indigo customer care outside of the airport. When we went inside the customer service area it was already packed with other passengers and we had to wait a long time before we were greeted by the only one Indigo agent that was there. After we explained the situation to the gentleman, he called his manager to help us. The manager took at least 15-20 minutes before he came down (after the agent called numerous times). When we re-explained the situation the manager told us he can’t help us and left mid-conversation, baffling both my husband and I with such horrible customer service, especially from someone in management, The manager left another agent to “deal” with us that was even less helpful. By this time, boarding to the plane had started and we were still stuck with the agent telling us she couldn’t do anything. We asked instead of giving us full credit to book us another flight and we would pay the difference but she did not want to do that. She said we will have to pay in full for the flights and we would not be reimbursed. By this time, all early flights were gone, and by the time we finally checked ourselves to book another flight with another airlines all flights to Goa for May 30th were booked. We booked our flight with Fly Air for 6 times the original price and had to book a hotel for another night at Delhi. We called the hotel in Goa to advise them we wouldn’t make it to the hotel that day, but rather the following afternoon and asked if we would be able to get a credit for that day, but unfortunately we couldn’t. Because of the service from Indigo airlines and wrong information given to us by them, we had to spend 6 times the price of our original flights, lost 1 day of hotel in Goa and had to book another extra night in Delhi.",Couple Leisure,Economy Class,Delhi,Goa,,May 2018,,,,1.0,1,no,,,
indigo-airlines,637108,2019-01-31,7,Australia,Trip Verified,"""thank you to all the team""","Goa to Singapore via Hubli and Bangalore. Big respect to the ground service crew of Indigo Airlines (Pratik, Tufeeq, Errana, Arpita and Sayed). They helped me big time at Hubli when I was landing from a flight from Goa. I lost my bag with my wallet (credit card, cash) in the airport Goa and realised the disaster when I was in Hubli, no wallet so no money, can't take the taxi to go to the hotel, it was midnight the airport was closing and the policemen started talking to me, big trouble, big time!! This is here than the amazing team of Indigo Airlines help me to get out of trouble. First, we went to the restaurant where they offered me a dish then they provided me a room for the night, on the morning they provided the breakfast, then they drove me to the city center where I was able to withdrawal some money through Western Union and finally drove me back to the airport at Hubli where I took my next flight to Bengaluru. Without their incredible help, I don't know what would have happened... so big thank you to all the team of Indigo Airlines.",Solo Leisure,Economy Class,Goa,Singapore,Hubli / Bangalore,January 2019,4.0,4.0,,5.0,4,yes,,,
indigo-airlines,636423,2019-01-27,1,Australia,Trip Verified,"""need more checkin agents""","Hong Kong to Jaipur via Bangalore. Today in Hong Kong I arrived at checked in online and joined the checkin queue well before the stated checkin closing time of 7.30am, there was a long que. I finally made it to the counter at 8.11am and noticed the only 2 checkin agents were now panicking as the flight due to depart at 8.40 needed to close. Passport and visa were presented, boarding pass printed however the agent then required details of my departure from India, fare enough. I took around 1 minute to pull up those details on my MacBook - a reasonable time frame however the agent in charge elected to close the flight, instructed our boarding passes be ripped up and even though I showed the departure details was met with a sorry flight closed approach and checkin agents walking away. Is that good customer service? Or am I right in saying IndiGo need more checkin agents to process passengers on time?",Business,Economy Class,Hong Kong,Jaipur,Bangalore,January 2019,1.0,1.0,1.0,1.0,1,no,,,
indigo-airlines,635314,2019-01-22,1,India,Trip Verified,"""I was not entertained""",I was not well and asked for water 4 times even when the staff was serving i asked for water. They were only concentrating on people who had ordered for food! After paying so much money to these airline companies with hefty amount of service taxes this is the kind of service we get? in a 2 hrs flight i kept asking for water by pressing the service button twice but I was not entertained.,Family Leisure,Economy Class,Mumbai,Dehradun,Delhi,January 2019,4.0,1.0,1.0,1.0,2,no,,,
indigo-airlines,634031,2019-01-15,1,Qatar,Trip Verified,"""given wrong information by staff""","Trivandrum to Doha. Terrible experience with booking process and customer service from the airline. We were given wrong information by staff and we were denied boarding for our flight because apparently there was no transfer desk at our transit airport! It cost us our return ticket, unnecessary stress at the airport, and an extra USD $2000 for alternative and last minute flights to make it back home. Upon returning home, we made several attempts to reach management to address our case - the responses were slow (if any) and unprofessional with no attention to our case. We received standard replies and it has been almost a month now since we have received any updates about our complaint.",Couple Leisure,Economy Class,Trivandrum,Doha,,November 2018,,,,1.0,1,no,,,
indigo-airlines,631642,2019-01-06,6,United Arab Emirates,Trip Verified,"""I appreciate the timings""",Delhi to Dubai. I have been a frequent flyer with Indigo. I appreciate the timings comfort and services. Most annoying and embarrassing is when you want to pay by card 99% of cases it's declined.,Couple Leisure,Economy Class,Delhi,Dubai,,December 2018,3.0,3.0,3.0,3.0,4,yes,,,
indigo-airlines,631301,2019-01-05,1,Singapore,Not Verified,"""Catastrophic reservation system""","Delhi to Jaipur. Catastrophic reservation system and customer cervice I have booked a fully flexible return ticket online (via iPhone) on Jan 1st 2019, for departure in early Feb'19. The booking process is extremely cumbersome, also it seems to be mandatory to pay for every single aisle seat on this airline. All payment options for international passengers incur convenience fees which is extremely annoying. On Jan 3rd, needed to change the return flight. Tried to do so online but in vain, the online portal just returned cryptic error messages. Sent an Email to Customer Service asking for advise to change flights as its not possible online. Promptly, on Jan 4th received a response which was completely unrelated and misleading, incl the proposal to contact their domestic call center for further help. Went down to their local agent & explained the issue. Nevertheless they talked me though the online process again. When I was about to leave their office I was told that online modifications only work using the Google Chrome browser. Just cancelled the entire booking and won't consider IndiGo ever again even without ever flying with them. What a terrible airline.",Business,Economy Class,Delhi,Jaipur,,January 2019,1.0,1.0,1.0,1.0,1,no,1.0,1.0,
indigo-airlines,630902,2019-01-03,1,India,Trip Verified,"""missed the Kannur flight""",Delhi to Bengaluru. The flight was supposed to depart at 9:35 am but was delayed to 12:35pm. Me and my husband had a Goair flight to catch from Bengaluru to Kannur at 14:40 hrs. Firstly we missed the Kannur flight and secondly the flight took off from Delhi after another 1.5 hrs delay. No screening of appropriate timings or scheduled departure. No announcements to confirm delays. We were rerouted to Mangalore but had to stay in Mangalore without any compensation.,Couple Leisure,Economy Class,Delhi,Bengaluru,,January 2019,2.0,2.0,,1.0,1,no,,,
indigo-airlines,630360,2019-01-02,1,Australia,Trip Verified,IndiGo customer review,Chennai to Singapore. I faced a nightmare with the booking I made with this airline for later in January 2019. One of the worst booking system this airline is using. I faced 3 times payment declined with international credit cards. One time payment deducted and took several days to get the refund. Again I had nightmare when I tried to purchase seat selection via visa CC issued by overseas bank.  I never had such a bad experience in 20 years of travelling.,Family Leisure,Economy Class,Chennai,Singapore,,January 2019,,,,,1,no,,,
indigo-airlines,627763,2018-12-21,1,India,Trip Verified,"""Bad time management""",Ahmedabad to Bengaluru. The flight was delayed by an hour with no announcements to indicate the reason. Bad time management and customer service. Spicejet is much better and would recommend it over Indigo any day.,Family Leisure,Economy Class,Ahmedabad,Bengaluru,,December 2018,1.0,2.0,,1.0,2,no,,,
indigo-airlines,627131,2018-12-19,1,India,Trip Verified,"""flight was not on time""","Ahmedabad to Nagpur. No time management skills. they changed the gate number at the end moment no announcements were made. We were asked to stay in line for almost 1 to 1.5 hours. The flight was not on time. Will not travel on this flight again, worst experience ever.",Family Leisure,Economy Class,Ahmedabad,Nagpur,,December 2018,,,,1.0,1,no,,,
indigo-airlines,625082,2018-12-08,3,India,Trip Verified,"""Extremely unprofessional service""",Flew IndiGo from Bangalore to Thiruvananthapuram. The flight was 2 hours late upon departure. Boarding was already 1:30 hours late and an additional half hour waiting time in the plane. My 3rd delay experience with IndiGo. Extremely unprofessional service.,Solo Leisure,Economy Class,Bangalore,Thiruvananthapuram,,December 2018,2.0,3.0,,2.0,1,no,,,
indigo-airlines,623334,2018-11-28,2,India,Trip Verified,"""charged for an extra baggage""","Guwahati to Hyderabad. I was charged a Rs 400 for an extra baggage of mere 1.5 kg. I paid the money. They charge on each and every service provided, however the customer care is pathetic. My flight is 2 hrs delayed and we are not compensated for that. If you can charge us on anything you like then we should be compensated as refund as well.  Baggage surcharges must be cut down.",Couple Leisure,Economy Class,Guwahati,Hyderabad,,November 2018,1.0,1.0,1.0,1.0,1,no,1.0,1.0,
indigo-airlines,622286,2018-11-23,3,India,Trip Verified,"""only left with sandwiches""","Dubai to Mumbai. I paid for non-veg snacks and they say “mam we are only left with sandwiches” Why should i care what are you left with, what I ordered for should be served. The refreshments were served after 1.5 hours. I’ll never travel again by indigo and even wont suggest anyone !",Solo Leisure,Economy Class,Dubai,Mumbai,,November 2018,3.0,1.0,1.0,1.0,1,no,,,
indigo-airlines,621334,2018-11-19,1,India,Trip Verified,"""52 mins to receive the luggage""","Pune to Ahmedabad. Although Indigo is good in time management and on time departure, they have deteriorated in terms of customer service.  Although the flight was on time, it took 52 mins to receive the luggage. Also it was surprising that they put the luggage of two adjacently arriving flights on the same belt. This is just not to allow the belt to remain empty. The luggage keeps coming so much less in number and the passengers keep staring at the belt expecting their luggage to come.The attitude of the ground staff is rude.  Also the crew members are not friendly enough.  KPI of ""on time"" is important as a performance indicator but should not be at the cost of passenger satisfaction.",Business,Economy Class,Pune,Ahmedabad,,November 2018,3.0,3.0,2.0,1.0,3,no,,,A320
indigo-airlines,619373,2018-11-11,8,India,Not Verified,"""crew were super friendly""","I flew with my family from Delhi to Guwahati. Indigo crew were super friendly and the flight was pretty comfortable. Service was good and attendants responded to requests, although the aircraft was nearly full. One of the hostess was nice enough and very professional, she actually made small talk with me about their service. Their smiling face and nice humor made our travels much more pleasant.",Family Leisure,Economy Class,Delhi,Guwahati,,November 2018,3.0,5.0,4.0,3.0,3,yes,2.0,4.0,
indigo-airlines,618963,2018-11-08,1,India,Trip Verified,"""flight was rescheduled""",Delhi to Jaipur. My flight was rescheduled without information and staff was rude. I was a regular traveller but this incident ruined my day and no initiative by the staff to satisfy the customer. I had an important meeting which was missed. Would never travel with indigo again,Business,Economy Class,Delhi,Jaipur,,November 2018,1.0,1.0,,1.0,1,no,,,
indigo-airlines,618519,2018-11-06,4,India,Trip Verified,"""they should at least compensate""","Bengaluru to Visakhapatnam via Chennai. I had a flight from Bangalore to Visakhapatnam on the morning of 6th and my return was planned the same day around night timeframe i.e 9pm. And the airlines sends an email to me on 4th that they had changed the schedule of my flight from Bangalore to evening 5.55 pm. I do not understand , why nobody from the airlines did not bother to check when my return flight was and why they did not call me and instead just sent an email. Luckily, i checked my mail on sunday the 4th, otherwise my whole travel plan would have been jeopardized. And when i call the support number, that person says there are two options - 1. He can cancel and refund or change the flight to take flights with layover in between And when i said i need to be in Vizag in the morning, he suggested a flight in the midnight i.e at 00.05 hours from Bangalore to Chennai and that the connecting flight to Vizag would be from Chennai in the morning at 6.50 i.e with a layover of 5 hours and when i asked if indigo can make any lounge arrangement for those 5 hours, he says that Indigo cannot help in that regard and that i need to take care of the stay during the layover. Since the airline changed the flight schedule, they should at least compensate with an arrangement to stay during the layover -  (if we change they charge difference or if we cancel, they have t&c that there will be percentage deduction in the refunded amount. But if it is their fault they do not bother about what the passenger is going through)",Solo Leisure,Economy Class,Bengaluru,Visakhapatnam,Chennai,November 2018,3.0,3.0,,3.0,1,no,,,
indigo-airlines,613466,2018-10-15,1,India,Trip Verified,"""inflexible airline and understaffed""","Absolutely inflexible airline and understaffed. There was a misprint in the name due to auto-correct. I showed 3 different IDs (passport, driver's license from India, driver's license from another country) so that they can correct my name but to no avail. They are completely understaffed and unprofessional about handling the case. It took 40 minutes just to reach the ticketing counter to explain my case and then I was left with over 1 hour before departure. Rather than trying to fix the issue, they were just trying to get more money by asking me to book a fresh ticket. Since this was happening 1 hour before departure, I could not even cancel my ticket. Had they been quick about it, I could have corrected the issue and boarded the flight. But instead, I had to book a new ticket for an airline later in the day and lost money on the previous one too. With a security lapse, I was allowed in the airport(name on ID not matching my ticket). This was surprising in the first place. Rather taking this case to fix their security issues, they were still bent on just asking me to book a fresh ticket. No wonder there is a huge room for improvement. But instead of fixing those, the involved people are just concerned about extracting money from consumers. Absolutely unsatisfied with the situation.",Solo Leisure,Economy Class,Bengaluru,Jaipur,,October 2018,1.0,1.0,,1.0,1,no,,,
indigo-airlines,611208,2018-10-04,1,India,Trip Verified,"""measuring the handbags""","I was flying from Dubai to Bangalore and the luggage policy is 30 kgs check-in and 7 kgs hand luggage.  My check-in luggage was 22 kgs and I thought I would move my extra kgs to the check-in, but at the check-in counter, even though I put both pieces of luggage together the guy told me, it’s ok, you can put it down and didn’t ask to measure my hand luggage which is what they normally do. However, after immigration and security, just when I was about to board the flight, they had another scale and were measuring the handbags and wanted me to pay 60 AED (1100 Rs) per kg. They said if I don’t pay I cannot get on the flight. They were even charging people for stuff they bought in Duty-free.",Solo Leisure,Economy Class,Dubai,Bangalore,,October 2018,,,,1.0,1,no,,,
indigo-airlines,610706,2018-10-02,7,Bangladesh,Trip Verified,"""3 mins late for boarding""","We had to face a serious issue with our connecting flight from Kolkata to Delhi. We checked in along with our luggage around 2am in the morning for our 6.05am flights to Delhi. However, unfortunately, we still missed our flights.We walked in when the flight status was still showing as ""boarding"", there were no last/final call shown on the flight status. We were not let to board because we were ""3 mins late"" for boarding. We were unaware that the CCU airport is a silent airport as other Indigo flight boarding were announced since we were listening intently awaiting our boarding call. We saw the last bus standing and we pleaded to let us in, the woman officer wanted us to let in but the male officer was arrogant and said no. The moment they heard that we are foreigners, they realized their mistake but they did nothing to correct it or help us out in any manner. They took the time to send back our luggage instead. Finally, we had to get fresh new tickets from another airlines that cost us Rs 5,900 additionally. Other than this incident, our entire flight experience was good. I hope that this matter is looked into and taken care of.",Solo Leisure,Economy Class,Dhaka,Delhi,Kolkata,September 2018,4.0,4.0,,2.0,4,no,,,
indigo-airlines,608674,2018-09-24,5,United Kingdom,Trip Verified,"""nothing turned up in Chennai""","I used Indigo for the first time yesterday. All went very well but for the very last leg back to Chennai. I had requested a wheelchair for all legs of the journey but nothing turned up in Chennai! Eventually the crew left, the Captain left, Co-pilot gone, I had been told to wait so eventually I asked again and the ground staff man said everyone was gone! Yes I said, except me! So after a long wait someone turned up with a child's wheelchair! I'm 6 foot plus! After a further long wait a wheelchair turned up. Surely any staff must ensure that passengers are taken care of before leaving the vessel for their own comfort.",Solo Leisure,Economy Class,Colombo,Chennai,,September 2018,2.0,3.0,,2.0,5,yes,,,
indigo-airlines,603748,2018-09-03,8,United Arab Emirates,Trip Verified,"""professional and caring""","Hyderabad to Sharjah. Shortly after boarding the above flight I was having dizziness. After 2 hrs of boarding, I realized the vomiting sensation & was prepared to use the Toilet & in front of Toilet I collapsed like a Blackout. However, the flight crew done everything by calmly and professionally organizing medical attention. Cabin crew made an announcement to other Co passengers, if any Dr available to take care of him and luckily Dr was available & he checked everything & made me more comfortable. Indigo is indeed a very professional and caring organization.",Family Leisure,Economy Class,Hyderabad,Sharjah,,August 2018,3.0,5.0,,3.0,3,yes,,,
indigo-airlines,603376,2018-09-01,1,Qatar,Trip Verified,"""wouldn’t recommend""","I had the opportunity to fly with IndiGo on the 15th of August 2018 from Doha to Mumbai. Always having flown Qatar Airways I had to choose IndiGo due to the time slot. Well, a low cost airline in really had no expectations but at least a decent and hassle free experience as they claim to give. I checked in at the counters and got my boarding pass and I had a handbag of 6kgs which is well below their limit of 7kgs. I purchased duty free which was about 3 kgs. Here comes the tricky part the staff at the boarding gate have a portable weighing scale through which they check the weight of the handbags. I have no issues with that however I wasn’t informed at the counters about 7kgs handbag allowance being inclusive of duty free. The staff at the boarding gate (QAS) staff, were rude they do not even try to be polite of courteous and straight away give ultimatums saying throw away the duty free, go back to duty free and return it, however if you do no return in 20 minutes we will offload you from the flight. They forced me to pay 60 riyal per kg for the excess baggage which I was carrying. I wouldn’t recommend this airline unless a last resort or a complete emergency. One can only expect low quality service from a low cost airline. Thank you IndiGo for the hassle free experience.",Solo Leisure,Economy Class,Doha,Mumbai,,August 2018,1.0,3.0,,1.0,1,no,,,A320
indigo-airlines,597472,2018-08-07,7,India,Not Verified,"""experience was good""",Singapore to Pune via Chennai. It was reasonably good flight. Specially it was on time. Connection was swift. Ground staff was little rude but cabin staff was very good. I think it was quite value for money service as it was cheap ticket to Singapore. Quite minimalist flight service as expected for a cheap ticket. Overall experience was good and will definitely give it a go next time. Thanks.,Solo Leisure,Economy Class,Singapore,Pune,Chennai,August 2018,2.0,4.0,,3.0,5,yes,,,A 320
indigo-airlines,595207,2018-07-30,9,India,Trip Verified,"""Totally recommend it""",Mumbai to Kochi. On time. Not a minute late. Everything was on time. Service is great. Food options are limited. The blue is very pleasing to the eye. Well-organised and a reliable airline. Totally recommend it.,Solo Leisure,Economy Class,Mumbai,Kochi,,July 2018,3.0,4.0,3.0,5.0,5,yes,,,A320
indigo-airlines,591597,2018-07-16,1,India,Trip Verified,"""paying for the excess baggage""","Delhi to Coimbatore. I have flown with Indigo loads of times and have regularly recommended it to many. I have never had a bad experience in all of my trips and was really happy until my recent trip. I had booked my seats under student discount which allowed an additional baggage of 10kgs free of charge. During my through leg from DEL to CJB, this promotion was honored and I paid for whatever excess I had, (excluding the 15kg+10kg allowance). But they would not agree that I had this promotion during my return leg and would not agree or believe me that I availed this in my first leg. I was astounded when the rep said there was nothing in the notes regarding the promotion. How can it be possible that you allow different baggage allocations for different legs. I ended up paying for the excess baggage which I had packed in anticipation of availing the 10 kg student discount. It was never about the money for me, but Indigo let me down in not acknowledging my promotion status.",Solo Leisure,Economy Class,Delhi,Coimbatore,,July 2018,1.0,5.0,,2.0,2,no,,,
indigo-airlines,590345,2018-07-10,10,United States,Trip Verified,"""Indigo is such a great airline""","I was travelling from Delhi to Vadodara in July 2018 through Indigo. Unfortunately, our flight from San Francisco to Delhi (Via Shanghai) got delayed and we missed the 5:10 am flight from Delhi to Vadodara. The Indigo staff at terminal 2 acted very helpful. They offered me to book in the next flight to Vadodara with minimal fee of fare difference, but unfortunately it was in the afternoon and not very convenient to us (as we were tired of traveling from SFO and really wanted to get home to as fast as possible). There was a flight to Ahmedabad at 7:40 am and we urged the Indigo staff to book us in that flight. They mentioned that the 'sector' (i.e. destination) was different and therefore the change fees would be higher. I said no issue as we were really in hurry. There was another problem though. That flight was from terminal 1 and it was already 6:20 am. The indigo staff suggested to go to terminal 1 first and then get my ticket changed there because there was no sufficient time and if I would get the tickets changed and then again miss the flight, I would lose more money. They offered me their shuttle to take me from terminal 2 to terminal 1. But with little time, we did not have time to wait for the shuttle and we just took the taxi. We barely reached to Terminal at 6:35 am. We had to get our tickets modified, checked in and boarding passes printed by 6:40 am to get into the Ahemdabad flight. That is when we met staff who had just joined her duties at the terminal 1 ticket counter and saw us coming with family in agitated state. I requested her to change my tickets to allow me to get Ahmedabad flight. She immediately realized that we needed urgent help and started working furiously to get the tickets changed and printed. In couple of minutes we had our tickets in hand and we rushed to the terminal 1 departure entrance. She ran with us to the entrance and requested the police to let us in fast. Then we ran to check-in area, she opened a new counter just to process our checkin and print our boarding passes. We could get the boarding passes just in time! Then she ran with us to the security area, asked other indigo staff to take us through the security fast and get us to the gate. We got to the gate as last passengers entering! We could not have done it without this staff. We now realized why Indigo is such a great airline. it is because of the great employees.",Family Leisure,Economy Class,Delhi,Vadodara,,July 2018,5.0,5.0,5.0,5.0,4,yes,,,
indigo-airlines,588404,2018-07-03,8,India,Trip Verified,"""We enjoyed our trip""",Mumbai to Udaipur. Excellent service and Air Hostess were polite and helpful. It was a really nice flight.Thanks to Pilot and the Crew members. We enjoyed our trip.,Solo Leisure,Economy Class,Mumbai,Udaipur,,July 2018,4.0,5.0,4.0,4.0,4,yes,3.0,,
indigo-airlines,587127,2018-06-28,8,India,Not Verified,"""Good service and price""","Delhi to Visakhapatnam. Good service and price. But why not charge ₹200-300 extra on any flight and serve a free meal. Snacks are ok but a meal will do better . Also , moving to terminal 2 at Delhi Airport was not a good idea. No Windows to watch outside for those who love plane-spotting. Also, there are no good passenger facilities available in terminal 2.",Family Leisure,Economy Class,Delhi,Visakhapatnam,,March 2018,4.0,5.0,3.0,3.0,5,yes,,,A320
